latent_dimension,seed,run_name,best_cycle,weighted_mae_db,weighted_rmse_db,median_mae_db,std_subject_mae_db,mca_zero_residual_mae_db,improvement_vs_mca_percent,decision,elapsed_seconds,peak_cuda_allocated_mib,checkpoint_sha256,git_commit,git_dirty,test_subjects_read
64,20260821,sonicom_film_siren_b_latent_64_seed20260821,60,3.1125871636029077,4.753346944524444,3.078727748463102,0.1811169162999699,3.3222888828876402,6.31196523471691,KEEP,1044.075427,176.94189453125,E0B1DC8C4FD8B21E9B6F6DA555275707FE8725F875D34FB0155098A430A89DB2,9ef88dbde802f7a885591fc209cb79706ad883f4,False,0
128,20260821,sonicom_film_siren_b_latent_128_seed20260821,85,3.1110882831996336,4.750324117679414,3.0865075738836794,0.18024384274516414,3.3222888828876402,6.357081130899034,KEEP,730.0715705,177.12939453125,90E480C2911DF4CA46E134FF6CCEA7D967CA21CAFDC168F8E1FDD9402430451D,9ef88dbde802f7a885591fc209cb79706ad883f4,False,0
128,20260822,sonicom_film_siren_b_latent_128_seed20260822,95,3.1078449620638198,4.742294131784869,3.0836563655392166,0.18623016154775593,3.3222888828876402,6.454704222994357,KEEP,724.3252268,177.12939453125,AA86305EF656C6AC9DD149E644768F317A05821E4A1380A987C161F6F848B3D1,13776b6b156ac90bb1ce3fb3a4bf8465bce65f6b,False,0
128,20260823,sonicom_film_siren_b_latent_128_seed20260823,100,3.1035915595653476,4.738373141753278,3.0820854102957056,0.18306810605108537,3.3222888828876402,6.582730491883271,RETEST,700.5850394,177.12939453125,2A09B5E07BDC88AC1D1BAD1383E19B0D7B63ED88CE956B3A3AA39088ABA46EF3,13776b6b156ac90bb1ce3fb3a4bf8465bce65f6b,False,0
256,20260821,sonicom_film_siren_b_latent_256_seed20260821,85,3.112155123147002,4.753065304886355,3.099284858472876,0.178618575469489,3.3222888828876402,6.324969536002422,KEEP,647.0470486,177.50634765625,226582182AABEF26B176B8B1359E95AD286843D1D59463499CB7C3CF55265B62,9ef88dbde802f7a885591fc209cb79706ad883f4,False,0
256,20260822,sonicom_film_siren_b_latent_256_seed20260822,75,3.107705387822409,4.748117385325644,3.084838643012943,0.18434506320398186,3.3222888828876402,6.458905370044798,KEEP,645.8026123999999,177.50634765625,61BBF86E21BF51F4BEEFD586349A009F4BA5378F6618D092AD7493F4EBC799E2,13776b6b156ac90bb1ce3fb3a4bf8465bce65f6b,False,0
256,20260823,sonicom_film_siren_b_latent_256_seed20260823,100,3.106115450294203,4.742967385444162,3.0928703226908008,0.18198165059059976,3.3222888828876402,6.506762061146986,RETEST,687.889189,177.50634765625,45FEC52754C3FDF09D9C7637C102FAE1F80FB7E58E2CC8008EB9A4B7273D30E9,13776b6b156ac90bb1ce3fb3a4bf8465bce65f6b,False,0
