SparseOrder,Method,Ear,FrequencyHz,MeanERBError_dB,SD_ERBError_dB
1,SH,Left,6649.01578718983,5.78125491153385,0.528177735441085
1,SH,Left,7424.59926095756,5.0154035128444,0.703535771368363
1,SH,Left,8287.64172835503,4.78625578880924,0.73031416230434
1,SH,Left,9248.00553924585,5.03234622286978,0.537343067079971
1,SH,Left,10316.6651754859,5.20668347541935,0.450300342611645
1,SH,Left,11505.8326609511,5.52647156877327,0.547473451609017
1,SH,Left,12829.0971134787,5.90400371756267,0.601956583623776
1,SH,Left,14301.580033442,6.17268617069567,0.727841121463859
1,SH,Left,15940.1081035055,6.43375327846414,0.642980524989492
1,SH,Left,17763.4054742165,6.5713315328013,0.601654125394985
1,SH,Left,19792.3077327617,6.58646884667237,0.630268327962044
1,SH,Right,49.9999999999997,0.0133842584180876,0.0024888412150401
1,SH,Right,81.4427085053407,0.0265554035803735,0.00517960167490638
1,SH,Right,116.431067138464,0.057698668614675,0.00922987063186224
1,SH,Right,155.364902613614,0.108831952644921,0.0141617862377315
1,SH,Right,198.689128271089,0.1827446879676,0.0214413804887484
1,SH,Right,246.898828289411,0.281265727683469,0.0309652830757107
1,SH,Right,300.544915220817,0.402888398371461,0.0424756092824211
1,SH,Right,360.240425501075,0.551407483799298,0.0559405894662335
1,SH,Right,426.667524875106,0.731676489625795,0.0719783283852438
1,SH,Right,500.585303792335,0.948745833215327,0.0914276241076592
1,SH,Right,582.838451853057,1.21264118847671,0.115857944937862
1,SH,Right,674.366910432351,1.54439749933055,0.150956640300535
1,SH,Right,776.216613786162,2.00067607916907,0.227341754371921
1,SH,Right,889.551441382679,2.64293274857826,0.291824477889546
1,SH,Right,1015.66651804335,3.21095313319502,0.238936824500991
1,SH,Right,1156.00301387982,3.52280948680492,0.263976140900507
1,SH,Right,1312.16461315198,4.19050312207862,0.602277578312688
1,SH,Right,1485.93584024358,5.65106521466857,0.81319461180652
1,SH,Right,1679.30245217416,7.18106266581822,0.694587217206305
1,SH,Right,1894.47413068111,7.96256870566381,0.351137951821986
1,SH,Right,2133.90973318379,7.54122603357602,0.593200917112575
1,SH,Right,2400.34539118311,5.88664924412398,1.07290806667103
1,SH,Right,2696.82577718896,3.77521558576501,1.04496781512061
1,SH,Right,3026.73889747556,2.50759703572651,0.565006167918247
1,SH,Right,3393.85480825658,2.17698404416566,0.302016535448268
1,SH,Right,3802.36869770572,2.41871038163869,0.388974987451836
1,SH,Right,4256.94882613932,3.31270038383119,0.759599602528878
1,SH,Right,4762.78987219375,4.63836500586206,0.917486348080836
1,SH,Right,5325.67229460656,5.69432809181166,0.669000350708313
1,SH,Right,5952.02838795379,5.86077747721674,0.521997385023822
1,SH,Right,6649.01578718983,5.23512965334373,0.67724804327397
1,SH,Right,7424.59926095756,4.49193591092941,0.522637988039469
1,SH,Right,8287.64172835503,4.5678854936156,0.466821361636254
1,SH,Right,9248.00553924585,5.03909245411256,0.438341542398899
1,SH,Right,10316.6651754859,5.19263559605574,0.481001667226766
1,SH,Right,11505.8326609511,5.52580461656567,0.539667178783022
1,SH,Right,12829.0971134787,5.85804118133081,0.609356051084016
1,SH,Right,14301.580033442,6.13248196647092,0.701033818343367
1,SH,Right,15940.1081035055,6.41724847094084,0.686492620849257
1,SH,Right,17763.4054742165,6.58791786280154,0.592573825869511
1,SH,Right,19792.3077327617,6.38390820087936,0.577404953079934
1,Conventional,Left,49.9999999999997,0.0251656292283825,0.00590878477769652
1,Conventional,Left,81.4427085053407,0.0305527359103995,0.00674382826082178
1,Conventional,Left,116.431067138464,0.0390200760187502,0.00817782722744275
1,Conventional,Left,155.364902613614,0.0478552197667065,0.00983149562478674
1,Conventional,Left,198.689128271089,0.0606425875570263,0.0117131816692777
1,Conventional,Left,246.898828289411,0.0836672022789953,0.0148671669127524
1,Conventional,Left,300.544915220817,0.123684542134966,0.0193224507497671
1,Conventional,Left,360.240425501075,0.173396734619081,0.0237831286028005
1,Conventional,Left,426.667524875106,0.222775416531101,0.0275045557066975
1,Conventional,Left,500.585303792335,0.269236980172251,0.0303154967838728
1,Conventional,Left,582.838451853057,0.312532626767274,0.0323129888635591
1,Conventional,Left,674.366910432351,0.348488034751617,0.0327911107738449
1,Conventional,Left,776.216613786162,0.384587677667145,0.0327477413879052
1,Conventional,Left,889.551441382679,0.437407924362433,0.0381592886622619
