SparseOrder,Method,Ear,Region,SubjectCount,MeanERBError_dB,SD_ERBError_dB,MedianERBError_dB,MinERBError_dB,MaxERBError_dB
5,Conventional,Left,FullSphere,96,0.712049105546612,0.0625163034692756,0.707749030521024,0.598023587514201,0.895463955434177
5,Conventional,Left,Frontal25deg,96,0.421574393286655,0.11120142953885,0.405935122979156,0.257492943493066,0.837687979603571
5,Conventional,Left,Contralateral25deg,96,2.29924766834151,0.153155663855742,2.29219294049377,1.88624294465632,2.71976032102808
5,Conventional,Right,FullSphere,96,0.672445958260911,0.0491955930814629,0.670700047953225,0.579266350688685,0.834769580690017
5,Conventional,Right,Frontal25deg,96,0.342846923551364,0.0872944367084399,0.322285864309553,0.225890327181116,0.638724642551786
5,Conventional,Right,Contralateral25deg,96,2.30330301005451,0.146141569024299,2.29639979094165,1.98566599928811,2.81837611488486
5,MCA,Left,FullSphere,96,0.582484476776199,0.0377884549947391,0.584354385609982,0.470773817238689,0.675901926817106
5,MCA,Left,Frontal25deg,96,0.310551935174066,0.0402487523775999,0.309414540574905,0.215318499286335,0.448539799331879
5,MCA,Left,Contralateral25deg,96,1.82059578902748,0.140473525514069,1.82100583250477,1.40778514549675,2.19276791026331
5,MCA,Right,FullSphere,96,0.572141688415927,0.0331794537017884,0.574320861512682,0.483729988127921,0.640555515393546
5,MCA,Right,Frontal25deg,96,0.306366875672852,0.0421521921713162,0.302954085435489,0.225989997005743,0.42616319147491
5,MCA,Right,Contralateral25deg,96,1.77972453272954,0.123824135031509,1.76258013625642,1.50177835188155,2.03546168901947
6,SH,Left,FullSphere,96,2.02745275347819,0.0857015694587717,2.03477062259586,1.8167710962506,2.22303834655925
6,SH,Left,Frontal25deg,96,1.13453620860495,0.156086472248822,1.13844932760602,0.803329695001664,1.49755583815977
6,SH,Left,Contralateral25deg,96,4.66534329387087,0.297894940865943,4.66857459822408,4.01606601883315,5.6758362689954
6,SH,Right,FullSphere,96,2.07354288758671,0.0884159332755299,2.07593405306451,1.85219960693586,2.31765477947977
6,SH,Right,Frontal25deg,96,1.24488209404722,0.167347783097787,1.241506659932,0.842903730330307,1.58584430877329
6,SH,Right,Contralateral25deg,96,4.65302414897704,0.294645165161993,4.62395202806947,3.97821171526663,5.26255885508369
6,Conventional,Left,FullSphere,96,0.657583119117712,0.0467694347807303,0.653226949393199,0.572944099814115,0.781283457846574
6,Conventional,Left,Frontal25deg,96,0.387417085013249,0.0705806218250392,0.371638828582022,0.254249127738752,0.599232266789794
6,Conventional,Left,Contralateral25deg,96,1.82879003076893,0.108092962483189,1.82073053221641,1.58707456420396,2.14818506315488
6,Conventional,Right,FullSphere,96,0.627139562543055,0.0411654996979968,0.62698914665827,0.541355852005264,0.758035449748643
6,Conventional,Right,Frontal25deg,96,0.328088777616485,0.0618999485954434,0.313491579473932,0.224616262386069,0.502511998746664
6,Conventional,Right,Contralateral25deg,96,1.80885037533461,0.105296495455137,1.80988623182212,1.57156057774726,2.213242172917
6,MCA,Left,FullSphere,96,0.561971195780211,0.0310609723608437,0.563624658296789,0.456402630310255,0.639249896810793
6,MCA,Left,Frontal25deg,96,0.311858859210835,0.0467863305155622,0.307620032970807,0.229470796005979,0.442277453145476
6,MCA,Left,Contralateral25deg,96,1.56426900842473,0.110866212974858,1.56948623859179,1.28151936061634,2.07424833804439
6,MCA,Right,FullSphere,96,0.550773356364677,0.0300606691309018,0.553197050997847,0.469180848147935,0.618213079375045
6,MCA,Right,Frontal25deg,96,0.296910408962157,0.0412021433618879,0.294628421011988,0.218097538476364,0.426837388545856
6,MCA,Right,Contralateral25deg,96,1.55387024326574,0.104816169258715,1.56320714171665,1.28707941256074,1.8218159692011
7,SH,Left,FullSphere,96,1.42806763325228,0.0660998791368743,1.42861502354349,1.25101747965174,1.56698695484353
7,SH,Left,Frontal25deg,96,0.852430368691751,0.132049025463615,0.834361067417836,0.624372191004943,1.35590800719424
7,SH,Left,Contralateral25deg,96,3.27871365688242,0.214420060107334,3.30337539822918,2.72746871737978,3.69860536040049
7,SH,Right,FullSphere,96,1.46393961114671,0.0706163787407572,1.47542460918357,1.24814612576284,1.62764006454579
7,SH,Right,Frontal25deg,96,0.877971007546701,0.122477045511119,0.88071312021616,0.538227890908344,1.19655886069087
7,SH,Right,Contralateral25deg,96,3.31215012174452,0.202486490892894,3.29228635083183,2.89905237509628,3.75915961127665
7,Conventional,Left,FullSphere,96,0.508416387838606,0.0333394521473053,0.507091928191598,0.428427323649729,0.597225793687174
