Method,MethodLabel,DirectionCount,Metric,SubjectCount,Mean_dB,SD_dB,Bootstrap95Lower_dB,Bootstrap95Upper_dB
SUpDEqBary,SUpDEq + Barycentric,14,ContralateralHighFrequency,4,5.99298441225267,0.46777016006976,5.68625502441111,6.4659093566457
SUpDEqBary,SUpDEq + Barycentric,26,ContralateralHighFrequency,4,5.58336522413814,0.331592971177839,5.31063574329458,5.8560947049817
SUpDEqBary,SUpDEq + Barycentric,50,ContralateralHighFrequency,4,5.24609087433795,0.165435589504453,5.1046275100923,5.38755423858361
SUpDEqBary,SUpDEq + Barycentric,14,HorizontalILDMAE,4,1.71471339115884,0.407913966436232,1.36605558272781,2.06337119958988
SUpDEqBary,SUpDEq + Barycentric,26,HorizontalILDMAE,4,1.40943122899101,0.290737758289589,1.17849643213059,1.64036602585143
SUpDEqBary,SUpDEq + Barycentric,50,HorizontalILDMAE,4,1.2719516954133,0.349232194245404,0.94136238349672,1.56253233603795
MCA,MCA,14,FullSphereERB,4,1.34764276944893,0.119928159928534,1.25056805034095,1.44471748855692
MCA,MCA,26,FullSphereERB,4,1.03439085780643,0.0493153558343209,0.986323093429086,1.07377042555607
MCA,MCA,50,FullSphereERB,4,0.947593302237391,0.0524409804048279,0.904496544213458,0.990690060261324
MCA,MCA,14,Contralateral25ERB,4,2.50281460539117,0.406570493507711,2.158399574296,2.859719909509
MCA,MCA,26,Contralateral25ERB,4,1.72986138051919,0.207623962870794,1.57322831463593,1.90395301663773
MCA,MCA,50,Contralateral25ERB,4,1.6612975158561,0.174334414763717,1.51945690007933,1.80313813163287
MCA,MCA,14,ContralateralHighFrequency,4,5.16159258510121,0.395836274327105,4.8335019675204,5.48968320268203
MCA,MCA,26,ContralateralHighFrequency,4,4.58969714123924,0.261853609854601,4.40652843446406,4.8303890114985
MCA,MCA,50,ContralateralHighFrequency,4,4.47546206858475,0.153098018302534,4.37003421284311,4.61759051218332
MCA,MCA,14,HorizontalILDMAE,4,1.01558119808946,0.168723878683574,0.873813787751989,1.15734860842693
MCA,MCA,26,HorizontalILDMAE,4,0.973979458909588,0.269646972601059,0.760663835256929,1.18729508256225
MCA,MCA,50,HorizontalILDMAE,4,0.844207706505295,0.0533590575248674,0.805762294367874,0.890925342704165
MCARv351,MCAR v3.5.1,14,FullSphereERB,4,1.1443490922509,0.116521617594591,1.04487716180172,1.23180620347406
MCARv351,MCAR v3.5.1,26,FullSphereERB,4,0.783211920727259,0.0530785731899279,0.739518014585579,0.826905826868939
MCARv351,MCAR v3.5.1,50,FullSphereERB,4,0.784890321811207,0.0496721235356195,0.742520857245735,0.827259786376678
MCARv351,MCAR v3.5.1,14,Contralateral25ERB,4,1.79979453049243,0.131931400389327,1.69290536643869,1.90668369454617
MCARv351,MCAR v3.5.1,26,Contralateral25ERB,4,1.19111180793525,0.0894244520977908,1.1320538377553,1.27516518689886
MCARv351,MCAR v3.5.1,50,Contralateral25ERB,4,1.24511987519101,0.0810996292604852,1.17987679717385,1.32174167117164
MCARv351,MCAR v3.5.1,14,ContralateralHighFrequency,4,4.23133594978339,0.324124024295173,4.05248250356116,4.55349945730713
MCARv351,MCAR v3.5.1,26,ContralateralHighFrequency,4,3.42214315940484,0.204161375878923,3.28008634746591,3.60570418263273
MCARv351,MCAR v3.5.1,50,ContralateralHighFrequency,4,3.4555981051373,0.207738446726164,3.28411680952581,3.62707940074879
MCARv351,MCAR v3.5.1,14,HorizontalILDMAE,4,0.670011672015832,0.123212107936719,0.570864406990411,0.769158937041253
MCARv351,MCAR v3.5.1,26,HorizontalILDMAE,4,0.543948962084976,0.0860365504690394,0.470098758666419,0.617799165503533
MCARv351,MCAR v3.5.1,50,HorizontalILDMAE,4,0.571659531010702,0.0916289806455975,0.498256624305992,0.660286278466178
FSPAE,FSP-AE,14,FullSphereERB,4,1.95773864126638,0.0877803429619857,1.88405347580427,2.02449775596393
