SubjectLabel,SubjectID,DirectionCount,Method,MethodLabel,Metric,Value_dB
P0003,3,6,SHOnly,SH only,MeasuredDomainERB,3.32514116948323
P0003,3,6,SHOnly,SH only,Contralateral25ERB,2.71118942679359
P0003,3,6,SHOnly,SH only,ContralateralHemisphereHighFrequency,6.88141030986499
P0003,3,6,SHOnly,SH only,HorizontalILDMAE,2.36663306217912
P0003,3,6,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,2.59640660625218
P0003,3,6,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,2.24961815906493
P0003,3,6,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,6.17665670714185
P0003,3,6,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,2.07744437156457
P0003,3,6,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,2.41924058392679
P0003,3,6,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,2.39718609250522
P0003,3,6,SUpDEqNN,SUpDEq + Natural Neighbor,ContralateralHemisphereHighFrequency,5.78343425247948
P0003,3,6,SUpDEqNN,SUpDEq + Natural Neighbor,HorizontalILDMAE,2.25527313670019
P0003,3,6,SUpDEqBary,SUpDEq + Barycentric,MeasuredDomainERB,2.51946145379379
P0003,3,6,SUpDEqBary,SUpDEq + Barycentric,Contralateral25ERB,2.53972613130752
P0003,3,6,SUpDEqBary,SUpDEq + Barycentric,ContralateralHemisphereHighFrequency,5.7256058653124
P0003,3,6,SUpDEqBary,SUpDEq + Barycentric,HorizontalILDMAE,1.99298237594421
P0003,3,6,MCA,MCA,MeasuredDomainERB,2.24358460110013
P0003,3,6,MCA,MCA,Contralateral25ERB,2.16527605207666
P0003,3,6,MCA,MCA,ContralateralHemisphereHighFrequency,7.01466793698101
P0003,3,6,MCA,MCA,HorizontalILDMAE,1.84130186197743
P0003,3,14,SHOnly,SH only,MeasuredDomainERB,2.7915638623417
P0003,3,14,SHOnly,SH only,Contralateral25ERB,5.73027879302922
P0003,3,14,SHOnly,SH only,ContralateralHemisphereHighFrequency,10.5197287306734
P0003,3,14,SHOnly,SH only,HorizontalILDMAE,3.89048456931346
P0003,3,14,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,1.7953082001702
P0003,3,14,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,2.72943073806148
P0003,3,14,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,6.13429896851005
P0003,3,14,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,1.23381150113011
P0003,3,14,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,1.88611776832402
P0003,3,14,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,2.1272161365516
P0003,3,14,SUpDEqNN,SUpDEq + Natural Neighbor,ContralateralHemisphereHighFrequency,5.40065214414878
P0003,3,14,SUpDEqNN,SUpDEq + Natural Neighbor,HorizontalILDMAE,1.24708754684256
P0003,3,14,SUpDEqBary,SUpDEq + Barycentric,MeasuredDomainERB,1.87791524258339
P0003,3,14,SUpDEqBary,SUpDEq + Barycentric,Contralateral25ERB,2.13723093444716
P0003,3,14,SUpDEqBary,SUpDEq + Barycentric,ContralateralHemisphereHighFrequency,5.30748976250305
P0003,3,14,SUpDEqBary,SUpDEq + Barycentric,HorizontalILDMAE,1.24665422698509
P0003,3,14,MCA,MCA,MeasuredDomainERB,1.32332183006308
P0003,3,14,MCA,MCA,Contralateral25ERB,2.45043552948025
P0003,3,14,MCA,MCA,ContralateralHemisphereHighFrequency,4.98247632709384
P0003,3,14,MCA,MCA,HorizontalILDMAE,1.25181817560376
P0003,3,26,SHOnly,SH only,MeasuredDomainERB,2.71176121945463
P0003,3,26,SHOnly,SH only,Contralateral25ERB,3.87893935614164
P0003,3,26,SHOnly,SH only,ContralateralHemisphereHighFrequency,8.51262144453118
P0003,3,26,SHOnly,SH only,HorizontalILDMAE,3.32807955241215
P0003,3,26,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,1.8441040494364
P0003,3,26,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,2.05398226277477
P0003,3,26,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,5.80382725944754
P0003,3,26,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,1.53902590034269
P0003,3,26,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,1.88803611017299
P0003,3,26,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,2.1801069622335
P0003,3,26,SUpDEqNN,SUpDEq + Natural Neighbor,ContralateralHemisphereHighFrequency,5.46600414938569
P0003,3,26,SUpDEqNN,SUpDEq + Natural Neighbor,HorizontalILDMAE,1.21632703446672
P0003,3,26,SUpDEqBary,SUpDEq + Barycentric,MeasuredDomainERB,1.76799665194783
P0003,3,26,SUpDEqBary,SUpDEq + Barycentric,Contralateral25ERB,2.14495218532041
P0003,3,26,SUpDEqBary,SUpDEq + Barycentric,ContralateralHemisphereHighFrequency,5.24854489405347
P0003,3,26,SUpDEqBary,SUpDEq + Barycentric,HorizontalILDMAE,1.20547593821849
P0003,3,26,MCA,MCA,MeasuredDomainERB,1.05674766223344
P0003,3,26,MCA,MCA,Contralateral25ERB,1.73890932637246
P0003,3,26,MCA,MCA,ContralateralHemisphereHighFrequency,4.42229371186158
P0003,3,26,MCA,MCA,HorizontalILDMAE,0.910390032150092
P0007,7,6,SHOnly,SH only,MeasuredDomainERB,3.41794443831646
P0007,7,6,SHOnly,SH only,Contralateral25ERB,3.24722779171617
P0007,7,6,SHOnly,SH only,ContralateralHemisphereHighFrequency,7.2184266463426
P0007,7,6,SHOnly,SH only,HorizontalILDMAE,2.80319655697134
P0007,7,6,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,2.86897298181827
P0007,7,6,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,3.0616935135445
P0007,7,6,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,5.98545063938218
P0007,7,6,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,3.20251787029077
P0007,7,6,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,2.69474324340887
P0007,7,6,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,3.36372036138838
P0007,7,6,SUpDEqNN,SUpDEq + Natural Neighbor,ContralateralHemisphereHighFrequency,5.93477225998605
P0007,7,6,SUpDEqNN,SUpDEq + Natural Neighbor,HorizontalILDMAE,2.66842142065569
P0007,7,6,SUpDEqBary,SUpDEq + Barycentric,MeasuredDomainERB,2.77386895207986
P0007,7,6,SUpDEqBary,SUpDEq + Barycentric,Contralateral25ERB,3.39847936858474
P0007,7,6,SUpDEqBary,SUpDEq + Barycentric,ContralateralHemisphereHighFrequency,5.84302126256989
P0007,7,6,SUpDEqBary,SUpDEq + Barycentric,HorizontalILDMAE,2.16160084437929
P0007,7,6,MCA,MCA,MeasuredDomainERB,2.41112309903374
P0007,7,6,MCA,MCA,Contralateral25ERB,2.55813486875442
P0007,7,6,MCA,MCA,ContralateralHemisphereHighFrequency,7.37816962496231
P0007,7,6,MCA,MCA,HorizontalILDMAE,2.3974580137617
P0007,7,14,SHOnly,SH only,MeasuredDomainERB,2.78053037606734
P0007,7,14,SHOnly,SH only,Contralateral25ERB,5.27479549438612
P0007,7,14,SHOnly,SH only,ContralateralHemisphereHighFrequency,10.4656048492245
P0007,7,14,SHOnly,SH only,HorizontalILDMAE,3.32368804351462
P0007,7,14,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,2.05378238276096
P0007,7,14,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,2.80465887807855
P0007,7,14,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,6.67843294045697
P0007,7,14,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,1.78198435973786
P0007,7,14,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,2.2769639800899
P0007,7,14,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,3.11933044607522
P0007,7,14,SUpDEqNN,SUpDEq + Natural Neighbor,ContralateralHemisphereHighFrequency,6.32844384581182
P0007,7,14,SUpDEqNN,SUpDEq + Natural Neighbor,HorizontalILDMAE,1.73855127881548
P0007,7,14,SUpDEqBary,SUpDEq + Barycentric,MeasuredDomainERB,2.21948926118965
P0007,7,14,SUpDEqBary,SUpDEq + Barycentric,Contralateral25ERB,3.05817251385368
P0007,7,14,SUpDEqBary,SUpDEq + Barycentric,ContralateralHemisphereHighFrequency,6.22127962111668
P0007,7,14,SUpDEqBary,SUpDEq + Barycentric,HorizontalILDMAE,1.71631103891104
P0007,7,14,MCA,MCA,MeasuredDomainERB,1.52866408952993
P0007,7,14,MCA,MCA,Contralateral25ERB,3.21247196238807
P0007,7,14,MCA,MCA,ContralateralHemisphereHighFrequency,5.42803638421897
P0007,7,14,MCA,MCA,HorizontalILDMAE,1.35341444558119
P0007,7,26,SHOnly,SH only,MeasuredDomainERB,2.813433536502
P0007,7,26,SHOnly,SH only,Contralateral25ERB,4.27485522931386
P0007,7,26,SHOnly,SH only,ContralateralHemisphereHighFrequency,9.20915009191667
P0007,7,26,SHOnly,SH only,HorizontalILDMAE,3.03743091405146
P0007,7,26,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,2.06783935548786
P0007,7,26,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,2.30305737554305
P0007,7,26,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,6.41336490465825
P0007,7,26,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,1.53965190676911
P0007,7,26,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,1.95058181028067
P0007,7,26,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,2.20719243133256
P0007,7,26,SUpDEqNN,SUpDEq + Natural Neighbor,ContralateralHemisphereHighFrequency,5.63611396896127
P0007,7,26,SUpDEqNN,SUpDEq + Natural Neighbor,HorizontalILDMAE,2.07678715323174
P0007,7,26,SUpDEqBary,SUpDEq + Barycentric,MeasuredDomainERB,1.84898291734706
P0007,7,26,SUpDEqBary,SUpDEq + Barycentric,Contralateral25ERB,2.18582309430133
P0007,7,26,SUpDEqBary,SUpDEq + Barycentric,ContralateralHemisphereHighFrequency,5.52577326809784
P0007,7,26,SUpDEqBary,SUpDEq + Barycentric,HorizontalILDMAE,1.96295628709903
P0007,7,26,MCA,MCA,MeasuredDomainERB,1.06835243229008
P0007,7,26,MCA,MCA,Contralateral25ERB,1.72130274027322
P0007,7,26,MCA,MCA,ContralateralHemisphereHighFrequency,4.82042650182106
P0007,7,26,MCA,MCA,HorizontalILDMAE,0.754194326674637
P0009,9,6,SHOnly,SH only,MeasuredDomainERB,3.21735932977467
P0009,9,6,SHOnly,SH only,Contralateral25ERB,2.78142532810057
P0009,9,6,SHOnly,SH only,ContralateralHemisphereHighFrequency,6.50927448091598
P0009,9,6,SHOnly,SH only,HorizontalILDMAE,2.98225473610075
P0009,9,6,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,2.60223178476714
P0009,9,6,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,2.64388525046411
P0009,9,6,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,5.58607492804195
P0009,9,6,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,2.79890356805742
P0009,9,6,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,2.44201331974728
P0009,9,6,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,2.78707886866778
P0009,9,6,SUpDEqNN,SUpDEq + Natural Neighbor,ContralateralHemisphereHighFrequency,5.30182551266196
P0009,9,6,SUpDEqNN,SUpDEq + Natural Neighbor,HorizontalILDMAE,2.5666191021924
P0009,9,6,SUpDEqBary,SUpDEq + Barycentric,MeasuredDomainERB,2.54825585276603
P0009,9,6,SUpDEqBary,SUpDEq + Barycentric,Contralateral25ERB,2.83556378706514
P0009,9,6,SUpDEqBary,SUpDEq + Barycentric,ContralateralHemisphereHighFrequency,5.42912982128532
P0009,9,6,SUpDEqBary,SUpDEq + Barycentric,HorizontalILDMAE,2.15864637322603
P0009,9,6,MCA,MCA,MeasuredDomainERB,2.22037298764254
P0009,9,6,MCA,MCA,Contralateral25ERB,2.26053211789924
P0009,9,6,MCA,MCA,ContralateralHemisphereHighFrequency,6.89744977967449
P0009,9,6,MCA,MCA,HorizontalILDMAE,2.16165945088043
P0009,9,14,SHOnly,SH only,MeasuredDomainERB,2.72512214426691
P0009,9,14,SHOnly,SH only,Contralateral25ERB,4.88942871147605
P0009,9,14,SHOnly,SH only,ContralateralHemisphereHighFrequency,9.7356617952669
P0009,9,14,SHOnly,SH only,HorizontalILDMAE,3.57498981631644
P0009,9,14,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,1.73964087009905
P0009,9,14,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,2.59322401580808
P0009,9,14,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,5.98827050337722
P0009,9,14,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,1.03336921162799
P0009,9,14,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,1.96190119403693
P0009,9,14,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,2.63139357984297
P0009,9,14,SUpDEqNN,SUpDEq + Natural Neighbor,ContralateralHemisphereHighFrequency,5.5876421801361
P0009,9,14,SUpDEqNN,SUpDEq + Natural Neighbor,HorizontalILDMAE,1.09918188475548
P0009,9,14,SUpDEqBary,SUpDEq + Barycentric,MeasuredDomainERB,1.94294762622675
P0009,9,14,SUpDEqBary,SUpDEq + Barycentric,Contralateral25ERB,2.61571218084697
P0009,9,14,SUpDEqBary,SUpDEq + Barycentric,ContralateralHemisphereHighFrequency,5.47285113215768
P0009,9,14,SUpDEqBary,SUpDEq + Barycentric,HorizontalILDMAE,1.09350719887897
P0009,9,14,MCA,MCA,MeasuredDomainERB,1.30441285347222
P0009,9,14,MCA,MCA,Contralateral25ERB,3.05676234041778
P0009,9,14,MCA,MCA,ContralateralHemisphereHighFrequency,5.09836677405649
P0009,9,14,MCA,MCA,HorizontalILDMAE,1.36181213187942
P0009,9,26,SHOnly,SH only,MeasuredDomainERB,2.67453690409497
P0009,9,26,SHOnly,SH only,Contralateral25ERB,3.98133031483329
P0009,9,26,SHOnly,SH only,ContralateralHemisphereHighFrequency,9.93588380387913
P0009,9,26,SHOnly,SH only,HorizontalILDMAE,2.37363088304365
P0009,9,26,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,1.8083074727866
P0009,9,26,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,2.15779914226313
P0009,9,26,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,6.00096987606414
P0009,9,26,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,1.498994482254
P0009,9,26,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,1.81646399902288
P0009,9,26,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,2.21054256651553
P0009,9,26,SUpDEqNN,SUpDEq + Natural Neighbor,ContralateralHemisphereHighFrequency,5.61365937765541
P0009,9,26,SUpDEqNN,SUpDEq + Natural Neighbor,HorizontalILDMAE,1.20666168963878
P0009,9,26,SUpDEqBary,SUpDEq + Barycentric,MeasuredDomainERB,1.71921174346015
P0009,9,26,SUpDEqBary,SUpDEq + Barycentric,Contralateral25ERB,2.17590380243833
P0009,9,26,SUpDEqBary,SUpDEq + Barycentric,ContralateralHemisphereHighFrequency,5.50066329209736
P0009,9,26,SUpDEqBary,SUpDEq + Barycentric,HorizontalILDMAE,1.31238531892686
P0009,9,26,MCA,MCA,MeasuredDomainERB,1.01870294419671
P0009,9,26,MCA,MCA,Contralateral25ERB,1.7702279706714
P0009,9,26,MCA,MCA,ContralateralHemisphereHighFrequency,4.61256978963912
P0009,9,26,MCA,MCA,HorizontalILDMAE,0.898937126268331
P0017,17,6,SHOnly,SH only,MeasuredDomainERB,3.21230805917816
P0017,17,6,SHOnly,SH only,Contralateral25ERB,2.76573228878286
P0017,17,6,SHOnly,SH only,ContralateralHemisphereHighFrequency,6.51346827250199
P0017,17,6,SHOnly,SH only,HorizontalILDMAE,1.70469747044925
P0017,17,6,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,2.63385590374945
P0017,17,6,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,2.60013925424886
P0017,17,6,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,6.1211990922044
P0017,17,6,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,1.9864084112174
P0017,17,6,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,2.55337309752484
P0017,17,6,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,2.93109890116788
P0017,17,6,SUpDEqNN,SUpDEq + Natural Neighbor,ContralateralHemisphereHighFrequency,5.67264201812193
P0017,17,6,SUpDEqNN,SUpDEq + Natural Neighbor,HorizontalILDMAE,1.87032611887412
P0017,17,6,SUpDEqBary,SUpDEq + Barycentric,MeasuredDomainERB,2.67373187633645
P0017,17,6,SUpDEqBary,SUpDEq + Barycentric,Contralateral25ERB,3.01742381273889
P0017,17,6,SUpDEqBary,SUpDEq + Barycentric,ContralateralHemisphereHighFrequency,5.47642916840533
P0017,17,6,SUpDEqBary,SUpDEq + Barycentric,HorizontalILDMAE,1.85126695664513
P0017,17,6,MCA,MCA,MeasuredDomainERB,2.07098352574516
P0017,17,6,MCA,MCA,Contralateral25ERB,2.32698818713096
P0017,17,6,MCA,MCA,ContralateralHemisphereHighFrequency,6.21091133588983
P0017,17,6,MCA,MCA,HorizontalILDMAE,1.63483869660799
P0017,17,14,SHOnly,SH only,MeasuredDomainERB,2.77948688603759
P0017,17,14,SHOnly,SH only,Contralateral25ERB,5.44908001196948
P0017,17,14,SHOnly,SH only,ContralateralHemisphereHighFrequency,9.82519162235682
P0017,17,14,SHOnly,SH only,HorizontalILDMAE,4.87004340986377
P0017,17,14,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,1.8452056618418
P0017,17,14,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,2.55545639658167
P0017,17,14,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,5.95757568529939
P0017,17,14,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,1.10347426763295
P0017,17,14,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,2.07957584630612
P0017,17,14,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,2.9780504344563
P0017,17,14,SUpDEqNN,SUpDEq + Natural Neighbor,ContralateralHemisphereHighFrequency,5.0794454905033
P0017,17,14,SUpDEqNN,SUpDEq + Natural Neighbor,HorizontalILDMAE,1.51729777393983
P0017,17,14,SUpDEqBary,SUpDEq + Barycentric,MeasuredDomainERB,2.08349452461723
P0017,17,14,SUpDEqBary,SUpDEq + Barycentric,Contralateral25ERB,2.86654216511555
P0017,17,14,SUpDEqBary,SUpDEq + Barycentric,ContralateralHemisphereHighFrequency,5.23411537536646
P0017,17,14,SUpDEqBary,SUpDEq + Barycentric,HorizontalILDMAE,1.35372494528862
P0017,17,14,MCA,MCA,MeasuredDomainERB,1.40654736224524
P0017,17,14,MCA,MCA,Contralateral25ERB,2.62270355823883
P0017,17,14,MCA,MCA,ContralateralHemisphereHighFrequency,5.2848495324488
P0017,17,14,MCA,MCA,HorizontalILDMAE,0.880818775392758
P0017,17,26,SHOnly,SH only,MeasuredDomainERB,2.77457184062595
P0017,17,26,SHOnly,SH only,Contralateral25ERB,4.09126906615019
P0017,17,26,SHOnly,SH only,ContralateralHemisphereHighFrequency,9.03602758183419
P0017,17,26,SHOnly,SH only,HorizontalILDMAE,4.15602051051715
P0017,17,26,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,1.76193453822068
P0017,17,26,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,2.27594823101566
P0017,17,26,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,5.64817743636792
P0017,17,26,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,1.43993541150462
P0017,17,26,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,1.78052777822475
P0017,17,26,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,2.52996217188661
P0017,17,26,SUpDEqNN,SUpDEq + Natural Neighbor,ContralateralHemisphereHighFrequency,4.98460015829042
P0017,17,26,SUpDEqNN,SUpDEq + Natural Neighbor,HorizontalILDMAE,1.23668729911321
P0017,17,26,SUpDEqBary,SUpDEq + Barycentric,MeasuredDomainERB,1.70385952335401
P0017,17,26,SUpDEqBary,SUpDEq + Barycentric,Contralateral25ERB,2.41914105535264
P0017,17,26,SUpDEqBary,SUpDEq + Barycentric,ContralateralHemisphereHighFrequency,5.02571833649511
P0017,17,26,SUpDEqBary,SUpDEq + Barycentric,HorizontalILDMAE,1.18199638476732
P0017,17,26,MCA,MCA,MeasuredDomainERB,1.07698434199441
P0017,17,26,MCA,MCA,Contralateral25ERB,2.10376171612971
P0017,17,26,MCA,MCA,ContralateralHemisphereHighFrequency,4.49955605572648
P0017,17,26,MCA,MCA,HorizontalILDMAE,0.861377176160175
P0029,29,6,SHOnly,SH only,MeasuredDomainERB,3.33270031114661
P0029,29,6,SHOnly,SH only,Contralateral25ERB,2.58240893334316
P0029,29,6,SHOnly,SH only,ContralateralHemisphereHighFrequency,6.88171053051356
P0029,29,6,SHOnly,SH only,HorizontalILDMAE,2.33655574249592
P0029,29,6,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,2.78883773506724
P0029,29,6,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,2.16146747683032
P0029,29,6,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,6.32050617831422
P0029,29,6,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,2.38684490621441
P0029,29,6,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,2.66435537161957
P0029,29,6,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,2.36869961279155
P0029,29,6,SUpDEqNN,SUpDEq + Natural Neighbor,ContralateralHemisphereHighFrequency,6.0524647697426
P0029,29,6,SUpDEqNN,SUpDEq + Natural Neighbor,HorizontalILDMAE,2.39919772081807
P0029,29,6,SUpDEqBary,SUpDEq + Barycentric,MeasuredDomainERB,2.80557683026244
P0029,29,6,SUpDEqBary,SUpDEq + Barycentric,Contralateral25ERB,2.57095552617237
P0029,29,6,SUpDEqBary,SUpDEq + Barycentric,ContralateralHemisphereHighFrequency,6.19573279761449
P0029,29,6,SUpDEqBary,SUpDEq + Barycentric,HorizontalILDMAE,2.14261396483548
P0029,29,6,MCA,MCA,MeasuredDomainERB,2.09882707642534
P0029,29,6,MCA,MCA,Contralateral25ERB,1.94546591340456
P0029,29,6,MCA,MCA,ContralateralHemisphereHighFrequency,6.68200393210284
P0029,29,6,MCA,MCA,HorizontalILDMAE,1.75060305769532
P0029,29,14,SHOnly,SH only,MeasuredDomainERB,2.76253914528824
P0029,29,14,SHOnly,SH only,Contralateral25ERB,5.43593270246214
P0029,29,14,SHOnly,SH only,ContralateralHemisphereHighFrequency,10.3668475716809
P0029,29,14,SHOnly,SH only,HorizontalILDMAE,3.94560777418868
P0029,29,14,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,1.83637943154391
P0029,29,14,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,2.50929680437807
P0029,29,14,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,6.6232183225036
P0029,29,14,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,1.15188728350798
P0029,29,14,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,1.989505338588
P0029,29,14,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,2.20744975208941
P0029,29,14,SUpDEqNN,SUpDEq + Natural Neighbor,ContralateralHemisphereHighFrequency,5.69813026953425
P0029,29,14,SUpDEqNN,SUpDEq + Natural Neighbor,HorizontalILDMAE,1.30292705231046
P0029,29,14,SUpDEqBary,SUpDEq + Barycentric,MeasuredDomainERB,1.96179987507397
P0029,29,14,SUpDEqBary,SUpDEq + Barycentric,Contralateral25ERB,2.19281564002131
P0029,29,14,SUpDEqBary,SUpDEq + Barycentric,ContralateralHemisphereHighFrequency,5.60425390663164
P0029,29,14,SUpDEqBary,SUpDEq + Barycentric,HorizontalILDMAE,1.21971423701578
P0029,29,14,MCA,MCA,MeasuredDomainERB,1.32939866676956
P0029,29,14,MCA,MCA,Contralateral25ERB,2.33851831726373
P0029,29,14,MCA,MCA,ContralateralHemisphereHighFrequency,5.35483378178179
P0029,29,14,MCA,MCA,HorizontalILDMAE,1.01091869928007
P0029,29,26,SHOnly,SH only,MeasuredDomainERB,2.61685242737458
P0029,29,26,SHOnly,SH only,Contralateral25ERB,3.71839286566099
P0029,29,26,SHOnly,SH only,ContralateralHemisphereHighFrequency,8.41699161016342
P0029,29,26,SHOnly,SH only,HorizontalILDMAE,2.7516889630065
P0029,29,26,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,1.8730250131248
P0029,29,26,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,2.13724820273311
P0029,29,26,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,5.98976563017833
P0029,29,26,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,1.60156736642658
P0029,29,26,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,1.9054160785819
P0029,29,26,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,2.03208354817317
P0029,29,26,SUpDEqNN,SUpDEq + Natural Neighbor,ContralateralHemisphereHighFrequency,5.44242760735707
P0029,29,26,SUpDEqNN,SUpDEq + Natural Neighbor,HorizontalILDMAE,1.52722259961694
P0029,29,26,SUpDEqBary,SUpDEq + Barycentric,MeasuredDomainERB,1.79557296724515
P0029,29,26,SUpDEqBary,SUpDEq + Barycentric,Contralateral25ERB,1.99147181521945
P0029,29,26,SUpDEqBary,SUpDEq + Barycentric,ContralateralHemisphereHighFrequency,5.38435091043823
P0029,29,26,SUpDEqBary,SUpDEq + Barycentric,HorizontalILDMAE,1.46351152106084
P0029,29,26,MCA,MCA,MeasuredDomainERB,1.08845811060277
P0029,29,26,MCA,MCA,Contralateral25ERB,1.60074445470829
P0029,29,26,MCA,MCA,ContralateralHemisphereHighFrequency,4.78869287756145
P0029,29,26,MCA,MCA,HorizontalILDMAE,0.683282154221306
P0030,30,6,SHOnly,SH only,MeasuredDomainERB,3.18515693652799
P0030,30,6,SHOnly,SH only,Contralateral25ERB,2.48859268421934
P0030,30,6,SHOnly,SH only,ContralateralHemisphereHighFrequency,6.73057510371104
P0030,30,6,SHOnly,SH only,HorizontalILDMAE,2.35216715366884
P0030,30,6,SUpDEqSH,SUpDEq + SH,MeasuredDomainERB,2.55694145657548
P0030,30,6,SUpDEqSH,SUpDEq + SH,Contralateral25ERB,2.17543389833788
P0030,30,6,SUpDEqSH,SUpDEq + SH,ContralateralHemisphereHighFrequency,5.47383570268043
P0030,30,6,SUpDEqSH,SUpDEq + SH,HorizontalILDMAE,1.94489171843167
P0030,30,6,SUpDEqNN,SUpDEq + Natural Neighbor,MeasuredDomainERB,2.4022180807276
P0030,30,6,SUpDEqNN,SUpDEq + Natural Neighbor,Contralateral25ERB,2.35775469832305
