epoch,train_loss,train_mae_db,validation_mae_db,baseline_validation_mae_db,learning_rate,epoch_seconds
1,0.3366396584858497,3.1975314100583394,3.2352325208485126,3.3740406706929207,0.001,8.1084882
2,0.325324347242713,3.1304864923159283,3.1722904704511166,3.3740406706929207,0.00075,7.8823963
3,0.32203288103143374,3.1133648176987965,3.1388824582099915,3.3740406706929207,0.0002500000000000001,8.029574499999999
