epoch,train_loss,train_mae_db,validation_mae_db,baseline_validation_mae_db,learning_rate,epoch_seconds
1,0.3220461009442806,3.1096269388993583,3.1346142614881196,3.375256342192491,0.001,30.476753799999997
2,0.31299747407436374,3.055593625307083,3.0947819898525872,3.375256342192491,0.0009938441702975688,30.1004389
3,0.2997417025764783,2.977276627620061,3.0400825614730516,3.375256342192491,0.0009755282581475768,30.075703899999993
4,0.2948854197313388,2.9469559562206267,3.009054427345594,3.375256342192491,0.0009455032620941839,30.214922500000014
5,0.2881216868758202,2.905820794502894,2.9868357082208,3.375256342192491,0.0009045084971874737,29.99793219999998
6,0.2853476986289024,2.8885439085960387,2.9842308312654495,3.375256342192491,0.0008535533905932737,30.030403699999994
7,0.28597201804320016,2.890239335298538,2.972151204943657,3.375256342192491,0.0007938926261462366,29.8997952
8,0.28030099970599015,2.8523251446088156,2.9484169582525888,3.375256342192491,0.0007269952498697733,30.36027680000001
9,0.2760020650426547,2.822346555789312,2.926389455795288,3.375256342192491,0.0006545084971874737,30.110998199999983
10,0.27844392468531926,2.837989959716797,2.9223529174923897,3.375256342192491,0.0005782172325201155,30.17297020000001
11,0.2776385051012039,2.833959986368815,2.9246024837096534,3.375256342192491,0.0005,30.27366889999996
12,0.2749109829713901,2.812731881539027,2.9019528379042945,3.375256342192491,0.0004217827674798847,30.030500200000006
13,0.2720174067715804,2.7943023459116616,2.9096616779764495,3.375256342192491,0.00034549150281252633,29.962571800000035
14,0.2727814177423716,2.7989134323596954,2.8917123128970466,3.375256342192491,0.00027300475013022663,29.694713999999976
15,0.27177102252840996,2.7913263448079435,2.881473879019419,3.375256342192491,0.00020610737385376348,30.424736600000017
16,0.26793814371029534,2.765415469408035,2.8718891938527427,3.375256342192491,0.00014644660940672625,30.027071200000023
17,0.2694989057381948,2.7765829638640085,2.8770258128643036,3.375256342192491,9.549150281252631e-05,30.05717370000002
18,0.2673483194162448,2.7622912458578743,2.871424143513044,3.375256342192491,5.4496737905816096e-05,30.170353800000044
19,0.267737438728412,2.7634311759471895,2.8660825019081435,3.375256342192491,2.447174185242323e-05,30.069188099999906
20,0.2646169546991587,2.7426064562797547,2.866197514037291,3.375256342192491,6.15582970243117e-06,30.033518100000038
