conditioning_scope,mean_weighted_mae_db,std_weighted_mae_db,minimum_weighted_mae_db,maximum_weighted_mae_db
global_plus_local_mca,2.708063782380467,0.005515046266126925,2.701026661736206,2.714494867853539
local_mca,2.808524505387251,0.0009258419460983881,2.807452026311813,2.8097112189354374
global_zero_local,3.0889334687744068,0.0022554137360716107,3.086203680829542,3.0917271839439606
