seed,run_name,best_cycle,normal_weighted_mae_db,shuffle_weighted_mae_db,shuffle_delta_vs_normal_db,shuffle_relative_degradation_percent,shuffle_weighted_rmse_db,train_mean_latent_weighted_mae_db,train_mean_delta_vs_normal_db,train_mean_relative_degradation_percent,train_mean_latent_weighted_rmse_db,checkpoint_sha256,test_subjects_read
20260821,sonicom_film_siren_b_conditioning_check_all_seed20260821_e150,45,3.0985573186460296,3.1373004988710296,0.03874318022500001,1.250361902032826,4.785995628125282,3.125918031753186,0.027360713107156265,0.8830145869017425,4.773568862683984,11DC85B9F4338C4BE503CAA3CA318B39956B561C9862D4FBBB09A177472C1F81,0
20260822,sonicom_film_siren_b_conditioning_check_all_seed20260822_e150,75,3.0875218772367488,3.1739336273657925,0.08641175012904379,2.798741306616437,4.8204703988776885,3.143421307649362,0.05589943041261325,1.8104950389093766,4.789478939113165,FCD043566B128A5213805B6BBFA925CFDC02F949AA2155194C826EE72A377A7E,0
20260823,sonicom_film_siren_b_conditioning_check_all_seed20260823_e150,65,3.0927975760660815,3.1627366297358823,0.0699390536698008,2.261352447086451,4.809229761591005,3.147182297542704,0.054384721476622655,1.7584313275942787,4.793095746307452,7B1AA70C4A1F3A661A767495F247157C9B2B0C69BD01C179C2D412A27BC38AFD,0
