SubjectID,SparseOrder,DirectionCount,Method,MethodLabel,Metric,Value_dB
81,1,6,MCARv32,MCAR v3.2 epoch 39,Contralateral25ERB,2.230936
81,1,6,MCARv32,MCAR v3.2 epoch 39,ContralateralHighFrequency,5.293283
81,1,6,MCARv32,MCAR v3.2 epoch 39,HorizontalILDMAE,2.403771
81,1,6,FSPAE,FSP-AE direct generation,FullSphereERB,13.729
81,1,6,FSPAE,FSP-AE direct generation,Contralateral25ERB,9.316449
81,1,6,FSPAE,FSP-AE direct generation,ContralateralHighFrequency,16.67403
81,1,6,FSPAE,FSP-AE direct generation,HorizontalILDMAE,3.442808
81,2,14,SH,Traditional SH interpolation,FullSphereERB,2.965272
81,2,14,SH,Traditional SH interpolation,Contralateral25ERB,5.567414
81,2,14,SH,Traditional SH interpolation,ContralateralHighFrequency,7.854121
81,2,14,SH,Traditional SH interpolation,HorizontalILDMAE,7.315337
81,2,14,MCA,MCA,FullSphereERB,0.9904467
81,2,14,MCA,MCA,Contralateral25ERB,1.890235
81,2,14,MCA,MCA,ContralateralHighFrequency,4.218393
81,2,14,MCA,MCA,HorizontalILDMAE,1.385923
81,2,14,MCARv32,MCAR v3.2 epoch 39,FullSphereERB,1.855933
81,2,14,MCARv32,MCAR v3.2 epoch 39,Contralateral25ERB,2.603435
81,2,14,MCARv32,MCAR v3.2 epoch 39,ContralateralHighFrequency,4.486584
81,2,14,MCARv32,MCAR v3.2 epoch 39,HorizontalILDMAE,1.408061
81,2,14,FSPAE,FSP-AE direct generation,FullSphereERB,10.79922
81,2,14,FSPAE,FSP-AE direct generation,Contralateral25ERB,8.447874
81,2,14,FSPAE,FSP-AE direct generation,ContralateralHighFrequency,13.81295
81,2,14,FSPAE,FSP-AE direct generation,HorizontalILDMAE,4.303417
81,3,26,SH,Traditional SH interpolation,FullSphereERB,2.169349
81,3,26,SH,Traditional SH interpolation,Contralateral25ERB,5.223971
81,3,26,SH,Traditional SH interpolation,ContralateralHighFrequency,6.840961
81,3,26,SH,Traditional SH interpolation,HorizontalILDMAE,6.197771
81,3,26,MCA,MCA,FullSphereERB,0.8124378
81,3,26,MCA,MCA,Contralateral25ERB,2.03908
81,3,26,MCA,MCA,ContralateralHighFrequency,4.020902
81,3,26,MCA,MCA,HorizontalILDMAE,1.412871
81,3,26,MCARv32,MCAR v3.2 epoch 39,FullSphereERB,1.807079
81,3,26,MCARv32,MCAR v3.2 epoch 39,Contralateral25ERB,2.610841
81,3,26,MCARv32,MCAR v3.2 epoch 39,ContralateralHighFrequency,4.813144
81,3,26,MCARv32,MCAR v3.2 epoch 39,HorizontalILDMAE,1.572567
81,3,26,FSPAE,FSP-AE direct generation,FullSphereERB,10.77577
81,3,26,FSPAE,FSP-AE direct generation,Contralateral25ERB,8.588556
81,3,26,FSPAE,FSP-AE direct generation,ContralateralHighFrequency,12.2533
81,3,26,FSPAE,FSP-AE direct generation,HorizontalILDMAE,4.646456
