SubjectID,MCAFullSphereERB_dB,CorrectedFullSphereERB_dB,FullSphereERBImprovement_percent,MCAContralateral25ERB_dB,CorrectedContralateral25ERB_dB,Contralateral25ERBImprovement_percent,MCAContralateralHighFrequency_dB,CorrectedContralateralHighFrequency_dB,ContralateralHighFrequencyImprovement_percent,MCAILDMAE_dB,CorrectedILDMAE_dB,ILDImprovement_percent
8,0.803014834666463,0.584121416295426,27.2589507592292,1.7695753091728,1.32825863700081,24.9391291732184,4.06777876043207,3.45507745502024,15.062306519019,0.8591031226149,0.638852814132482,25.6372375660829
18,0.799164498763744,0.589298461699864,26.260680671943,1.96150798405708,1.43583823016251,26.7992665932104,4.78943945485889,4.04259875287884,15.5934887374425,0.83924850586393,0.495777260342454,40.9260479013786
22,0.810865565176689,0.568982461092635,29.8302350564544,1.83182988423076,1.26260037048835,31.0743655097342,4.27730790822881,3.54856575773251,17.0374021728557,0.654774390507663,0.405042213045066,38.1401870755777
26,0.768401466788743,0.518270072294189,32.5521755625856,1.89681616992369,1.25312238877342,33.9354857553835,3.95727705926321,3.36924214504437,14.8595841386027,0.80608059215375,0.488892488509962,39.3494281752026
31,0.754287219542425,0.575143774282125,23.7500305744242,1.62537783440873,1.23659951450705,23.9192581362538,3.99892316905508,3.30424718169228,17.3715762467862,0.722604334274497,0.597386696904418,17.3286584968797
33,0.831904979507676,0.646158861409001,22.3278045779458,1.76102030338353,1.221092637727,30.6599341653895,4.3728028471816,3.86179866377205,11.6859643864097,0.777662884751815,0.714708128191134,8.09537883253526
45,0.799820702681362,0.515897883151465,35.4983083806232,1.8131978157666,1.20383971528889,33.6068185820135,4.48572017037714,3.64838505805466,18.666681837447,0.810228386301589,0.519159227122656,35.924334928274
47,0.805897341281505,0.621800059004461,22.843763448121,2.00236435574273,1.48473856280451,25.8507294865535,4.4214322060723,3.88073003851911,12.2291181307858,1.20988315234923,0.81511911728865,32.6282777220317
59,0.852831106267964,0.594979084701201,30.2348284052558,1.85568955268304,1.24929886129272,32.6773780944972,4.37453345495706,3.59770264475539,17.758026500435,0.838773930391219,0.628917324117552,25.0194478714648
70,0.798881760999914,0.573545275885475,28.2064876324625,1.82595498425428,1.23622382924815,32.2971354765885,3.84916151677882,3.37622878573605,12.2866429216134,0.8992834579849,0.524158575935243,41.7137531796961
73,0.795522007140032,0.600863614396059,24.4692655887405,1.94101323520952,1.46982246521433,24.2755052592068,4.34747238154477,3.79036434149542,12.8145274117049,0.810339936584063,0.611197997444004,24.5751110305052
81,0.812299117174938,0.635711150458137,21.7392784238089,2.03907989268223,1.34256928650809,34.158083195943,4.15817834045523,3.55242271598937,14.5678125099257,1.397117239811,1.39073151109887,0.457064627803744
