Metric,SubjectCount,MCAMean_dB,MCAStd_dB,CorrectedMean_dB,CorrectedStd_dB,AbsoluteImprovement_dB,RelativeImprovement_percent,ImprovedSubjectCount
FullSphereERB,12,0.802740883332621,0.0254812935812972,0.585397676222503,0.0401675604284255,0.217343207110118,27.0751386434694,12
Contralateral25ERB,12,1.86028561012625,0.115892384607672,1.31033370825132,0.101119345032469,0.549951901874928,29.5627670762666,12
ContralateralHighFrequency,12,4.25833560576708,0.264056369203513,3.61894696172419,0.232422572365021,0.639388644042893,15.0149894991124,12
ILDMAE,12,0.885424994465712,0.209155511684359,0.652495279511041,0.257188008029975,0.232929714954671,26.3071086100553,12
