SubjectID,MCAFullSphereERB_dB,CorrectedFullSphereERB_dB,FullSphereERBImprovement_percent,MCAContralateral25ERB_dB,CorrectedContralateral25ERB_dB,Contralateral25ERBImprovement_percent,MCAContralateralHighFrequency_dB,CorrectedContralateralHighFrequency_dB,ContralateralHighFrequencyImprovement_percent,MCAILDMAE_dB,CorrectedILDMAE_dB,ILDImprovement_percent
8,0.803014834666463,0.686588602873774,14.4986402201458,1.7695753091728,1.52858954786685,13.6182823108329,4.06777876043207,3.56870134097725,12.2690403988886,0.8591031226149,0.73226949149312,14.7634932039043
18,0.799164498763744,0.680644314209514,14.8305117078615,1.96150798405708,1.65555032143415,15.5980839797603,4.78943945485889,4.19828049026097,12.3429676931856,0.83924850586393,0.534539437280094,36.3073709937876
22,0.810865565176689,0.660966292748058,18.4863285439884,1.83182988423076,1.46054291265086,20.2686381948513,4.27730790822881,3.67496909585872,14.0821943449827,0.654774390507663,0.460317653464085,29.6982807914662
26,0.768401466788743,0.626720570806925,18.4383947852055,1.89681616992369,1.50850498404412,20.4717353234704,3.95727705926321,3.51405941223026,11.200066116055,0.80608059215375,0.703538306130377,12.7210960072109
31,0.754287219542425,0.667629365106573,11.4887077747945,1.62537783440873,1.48305601637495,8.75622978367661,3.99892316905508,3.48873761447118,12.7580734366659,0.722604334274497,0.655531700737144,9.28206908760029
33,0.831904979507676,0.731455403859582,12.0746453167693,1.76102030338353,1.46256827520984,16.947676730374,4.3728028471816,3.94369565765862,9.81309252941848,0.777662884751815,0.820945901653188,-5.56578149093314
45,0.799820702681362,0.648355324926668,18.9374165043382,1.8131978157666,1.50578279902594,16.9543010733598,4.48572017037714,3.83661504647403,14.4704774093953,0.810228386301589,0.654042580133325,19.2767630471697
47,0.805897341281505,0.680826891219088,15.5194022434092,2.00236435574273,1.62939019831645,18.6266878131645,4.4214322060723,3.96792431807886,10.2570358846755,1.20988315234923,0.688712103571536,43.07614729288
59,0.852831106267964,0.694715972302084,18.5400289463878,1.85568955268304,1.49923488657647,19.2087445656625,4.37453345495706,3.77188061165646,13.7763912313367,0.838773930391219,0.792258523854413,5.54564285457834
70,0.798881760999914,0.676148095915061,15.3631827732848,1.82595498425428,1.53019718236822,16.1974311763684,3.84916151677882,3.4040631759193,11.563514259386,0.8992834579849,0.760165415601762,15.4698767277307
73,0.795522007140032,0.711676842115357,10.5396411754975,1.94101323520952,1.75984490694702,9.33369875981019,4.34747238154477,4.00589616187989,7.8568922281114,0.810339936584063,0.808378132435186,0.242096441296833
81,0.812299117174938,0.739836735836818,8.92065247961051,2.03907989268223,1.67567629045851,17.8219403529942,4.15817834045523,3.69368074851973,11.1706991356376,1.397117239811,1.66216721557395,-18.9712050077349
