source_index_zero_based,azimuth_deg,elevation_deg,colatitude_deg,solid_angle_weight,is_q26_sparse_input,is_interpolation_evaluation
181,320.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
182,320.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
183,320.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
184,320.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
185,320.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
186,320.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
187,320.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
188,140.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
189,140.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
190,140.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
191,140.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
192,140.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
193,140.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
194,140.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
195,140.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
196,140.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
197,140.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
198,140.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
199,315.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
200,315.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
201,315.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
202,315.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
203,315.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
204,315.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
205,315.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
206,315.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
207,315.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
208,315.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
209,315.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
210,135.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
211,135.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
212,135.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
213,135.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
214,135.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
215,135.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
216,135.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
217,135.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
218,135.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
219,135.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
220,135.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
221,310.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
222,310.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
223,310.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
224,310.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
225,310.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
226,310.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
227,310.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
