source_index_zero_based,azimuth_deg,elevation_deg,colatitude_deg,solid_angle_weight,is_q26_sparse_input,is_interpolation_evaluation
377,275.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
378,275.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
379,275.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
380,275.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
381,275.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
382,275.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
383,275.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
384,275.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
385,275.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
386,95.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
387,95.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
388,95.0000000000,45.0000000000,45.0000000000,0.001501825529512859,1,0
389,95.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
390,95.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
391,95.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
392,95.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
393,95.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
394,95.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
395,95.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
396,95.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
397,270.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
398,270.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
399,270.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
400,270.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
401,270.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
402,270.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
403,270.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
404,270.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
405,270.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
406,270.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
407,270.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
408,90.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
409,90.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
410,90.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
411,90.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
412,90.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
413,90.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
414,90.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
415,90.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
416,90.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
417,90.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
418,90.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
419,265.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
420,265.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
421,265.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
422,265.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
423,265.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
424,265.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
425,265.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
426,265.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
427,265.0000000000,45.0000000000,45.0000000000,0.001501825529512859,1,0
428,265.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
429,265.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
430,85.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
431,85.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
432,85.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
433,85.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
434,85.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
435,85.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
436,85.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
437,85.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
438,85.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
439,85.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
440,85.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
441,260.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
442,260.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
443,260.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
444,260.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
445,260.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
446,260.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
447,260.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
448,260.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
449,260.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
450,260.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
451,260.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
452,80.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
453,80.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
454,80.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
455,80.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
456,80.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
457,80.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
458,80.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
459,80.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,1,0
460,80.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
461,80.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
462,80.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
463,255.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
464,255.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
465,255.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
466,255.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
467,255.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
468,255.0000000000,10.0000000000,80.0000000000,0.001396639366079517,1,0
469,255.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
470,255.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
471,255.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
472,255.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
473,255.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
474,75.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
475,75.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
476,75.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
477,75.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
478,75.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
479,75.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
480,75.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
481,75.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
482,75.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
483,75.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
484,75.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
485,250.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
486,250.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
487,250.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
488,250.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
489,250.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
490,250.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
491,250.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
492,250.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
493,250.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
494,250.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
495,250.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
496,70.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
497,70.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
498,70.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
499,70.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
500,70.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
501,70.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
502,70.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
503,70.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
504,70.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
505,70.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
506,70.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
507,245.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
508,245.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
509,245.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
510,245.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
511,245.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
512,245.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
513,245.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
514,245.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
515,245.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
516,245.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
517,245.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
518,65.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
519,65.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
520,65.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
521,65.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
522,65.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
523,65.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
524,65.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
525,65.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
526,65.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
527,65.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
528,65.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,1,0
529,240.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
530,240.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
531,240.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,1,0
532,240.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
533,240.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
534,240.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
535,240.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
536,240.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
537,240.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
538,240.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
539,240.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
540,60.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
541,60.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
542,60.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
543,60.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
544,60.0000000000,20.0000000000,70.0000000000,0.001332657772229949,1,0
545,60.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
546,60.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
547,60.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
548,60.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
549,60.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
550,60.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
551,235.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
552,235.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
553,235.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
554,235.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
555,235.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
556,235.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
557,235.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
558,235.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
559,235.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
560,235.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
561,235.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
562,55.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
563,55.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
564,55.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
565,55.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
566,55.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
567,55.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
568,55.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
569,55.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
570,55.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
571,55.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
572,55.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
573,230.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
574,230.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
575,230.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
576,230.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
577,230.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
578,230.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
579,230.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
580,230.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
581,230.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
582,230.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
583,230.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
584,50.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
585,50.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
586,50.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
587,50.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
588,50.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
589,50.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
590,50.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
591,50.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
592,50.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
593,50.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
594,50.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
595,225.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
596,225.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
597,225.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
598,225.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
599,225.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
600,225.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
601,225.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
602,225.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
603,225.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
604,225.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
605,225.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
606,45.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
607,45.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
608,45.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
609,45.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
610,45.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
611,45.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
612,45.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
613,45.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
614,45.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
615,45.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
616,45.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
617,220.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
618,220.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
619,220.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
620,220.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
621,220.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
622,220.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
623,220.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
624,220.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
625,220.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
626,220.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
627,220.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
628,40.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
629,40.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
630,40.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
631,40.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
632,40.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
633,40.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
634,40.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
635,40.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
636,40.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
637,40.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
638,40.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
639,215.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
640,215.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
641,215.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
642,215.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
643,215.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
644,215.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
645,215.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
646,215.0000000000,30.0000000000,60.0000000000,0.001514446428368378,1,0
647,215.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
648,215.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
649,215.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
650,35.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
651,35.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
652,35.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
653,35.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
654,35.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
655,35.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
656,35.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
657,35.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
658,35.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,1,0
659,35.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
660,35.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
661,210.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,1,0
662,210.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
663,210.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
664,210.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
665,210.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
666,210.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
667,210.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
668,210.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
669,210.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
670,210.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
671,210.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
672,30.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
673,30.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
674,30.0000000000,45.0000000000,45.0000000000,0.001501825529512859,1,0
675,30.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
676,30.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
677,30.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
678,30.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
679,30.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
680,30.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
681,30.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
682,30.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
683,205.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
684,205.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
685,205.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
686,205.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
687,205.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
688,205.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
689,205.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
690,205.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
691,205.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
692,205.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
693,205.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
694,25.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
695,25.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
696,25.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
697,25.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
698,25.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
699,25.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
700,25.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
701,25.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
702,25.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
703,25.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
704,25.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
705,200.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
706,200.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
707,200.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
708,200.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,1,0
709,200.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
710,200.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
711,200.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
712,200.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
713,200.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
714,200.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
715,200.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
716,20.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
717,20.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
718,20.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
719,20.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
720,20.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
721,20.0000000000,10.0000000000,80.0000000000,0.001396639366079517,1,0
722,20.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
723,20.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
724,20.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
725,20.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
726,20.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
727,195.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
728,195.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
729,195.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
730,195.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
731,195.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
732,195.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
733,195.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
734,195.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
735,195.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
736,195.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
737,195.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
738,15.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
739,15.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
740,15.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
741,15.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
742,15.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
743,15.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
744,15.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
745,15.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
746,15.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
747,15.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
748,15.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
749,190.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
750,190.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
751,190.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
752,190.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
753,190.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
754,190.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
755,190.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
756,190.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
757,190.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
