FigureNumber,FigureStem,EvidenceTier,Split,Endpoint,Title,DisplayUnit,Direction,MethodOrder,Method,MethodLabel,SubjectCount,Mean,SampleStd,Bootstrap95Lower,Bootstrap95Upper,BootstrapReplicates,BootstrapSeed
13,13_secondary_validation_erbbandildmean,Secondary validation,val,ERBBandILDMean,ERB-band horizontal ILD error,dB,Lower is better,2,SUpDEqSH,SUpDEq SH,44,2.7938195792111484,0.23094352793848513,2.7269272158091717,2.8620886728167534,10000,20464902
13,13_secondary_validation_erbbandildmean,Secondary validation,val,ERBBandILDMean,ERB-band horizontal ILD error,dB,Lower is better,3,SUpDEqNN,SUpDEq NN,44,2.5134808529507029,0.16892571305984458,2.463719940050082,2.5640334012833508,10000,20464903
13,13_secondary_validation_erbbandildmean,Secondary validation,val,ERBBandILDMean,ERB-band horizontal ILD error,dB,Lower is better,4,SUpDEqBary,SUpDEq Barycentric,44,2.5384859442710876,0.15139886893522761,2.4933060087940913,2.5823276419531211,10000,20464904
13,13_secondary_validation_erbbandildmean,Secondary validation,val,ERBBandILDMean,ERB-band horizontal ILD error,dB,Lower is better,5,MCA,MCA,44,1.9954270828853955,0.1373214942080529,1.9549271810461175,2.0366790814833209,10000,20464905
13,13_secondary_validation_erbbandildmean,Secondary validation,val,ERBBandILDMean,ERB-band horizontal ILD error,dB,Lower is better,6,MCARv351,MCAR v3.5.1,44,1.5625394013794986,0.12054959748371862,1.5270712178539148,1.5973267104138027,10000,20464906
13,13_secondary_validation_erbbandildmean,Secondary validation,val,ERBBandILDMean,ERB-band horizontal ILD error,dB,Lower is better,7,FSPAE,FSP-AE,44,1.5991126461462541,0.13756048278788177,1.5596843289380724,1.6394141984256831,10000,20464907
13,13_secondary_validation_erbbandildmean,Secondary validation,val,ERBBandILDMean,ERB-band horizontal ILD error,dB,Lower is better,8,RANF,RANF,44,1.7228081524372101,0.18534094149819541,1.6692496151409366,1.7773650447753342,10000,20464908
13,13_secondary_validation_erbbandildmean,Secondary validation,val,ERBBandILDMean,ERB-band horizontal ILD error,dB,Lower is better,9,HYBRID,Hybrid E190,44,1.4992052533409812,0.1523079480288527,1.4539793963459404,1.5432194464585998,10000,20464909
13,13_secondary_validation_erbbandildmean,Secondary validation,val,ERBBandILDMean,ERB-band horizontal ILD error,dB,Lower is better,10,BOUNDED,Bounded E25,44,1.491822743957693,0.13687889613330795,1.4519519784911112,1.5320041917941787,10000,20464910
14,14_secondary_validation_spatiallsd_0_10deg,Secondary validation,val,SpatialLSD_0_10deg,Spatial LSD: 0-10 degrees from Q26,dB,Lower is better,1,SHOnly,SH only,44,7.6419793776926532,0.34703067843912166,7.5421164813916732,7.746463714816386,10000,20465901
14,14_secondary_validation_spatiallsd_0_10deg,Secondary validation,val,SpatialLSD_0_10deg,Spatial LSD: 0-10 degrees from Q26,dB,Lower is better,2,SUpDEqSH,SUpDEq SH,44,5.9442470185347922,0.40040362203757662,5.8280245282207677,6.0590194393991581,10000,20465902
14,14_secondary_validation_spatiallsd_0_10deg,Secondary validation,val,SpatialLSD_0_10deg,Spatial LSD: 0-10 degrees from Q26,dB,Lower is better,3,SUpDEqNN,SUpDEq NN,44,4.0092971111341109,0.19950255759326027,3.9490826137298254,4.0656030976248152,10000,20465903
14,14_secondary_validation_spatiallsd_0_10deg,Secondary validation,val,SpatialLSD_0_10deg,Spatial LSD: 0-10 degrees from Q26,dB,Lower is better,4,SUpDEqBary,SUpDEq Barycentric,44,3.9649336314668004,0.20056463975470742,3.9064851147621984,4.0228770776494516,10000,20465904
14,14_secondary_validation_spatiallsd_0_10deg,Secondary validation,val,SpatialLSD_0_10deg,Spatial LSD: 0-10 degrees from Q26,dB,Lower is better,5,MCA,MCA,44,4.4955930025626536,0.22779677098025231,4.4296532564906723,4.5628687529258318,10000,20465905
14,14_secondary_validation_spatiallsd_0_10deg,Secondary validation,val,SpatialLSD_0_10deg,Spatial LSD: 0-10 degrees from Q26,dB,Lower is better,6,MCARv351,MCAR v3.5.1,44,3.4499094120961176,0.23171047374347317,3.3822764304331683,3.5168743971351861,10000,20465906
14,14_secondary_validation_spatiallsd_0_10deg,Secondary validation,val,SpatialLSD_0_10deg,Spatial LSD: 0-10 degrees from Q26,dB,Lower is better,7,FSPAE,FSP-AE,44,2.6274097895647293,0.19101859403787974,2.5727638407096634,2.6845104135421067,10000,20465907
14,14_secondary_validation_spatiallsd_0_10deg,Secondary validation,val,SpatialLSD_0_10deg,Spatial LSD: 0-10 degrees from Q26,dB,Lower is better,8,RANF,RANF,44,3.0113869509425282,0.22851533207091146,2.9429488399507902,3.0770060469428793,10000,20465908
14,14_secondary_validation_spatiallsd_0_10deg,Secondary validation,val,SpatialLSD_0_10deg,Spatial LSD: 0-10 degrees from Q26,dB,Lower is better,9,HYBRID,Hybrid E190,44,3.4116410253433656,0.25668277184151694,3.3373451031397896,3.4872696563163985,10000,20465909
14,14_secondary_validation_spatiallsd_0_10deg,Secondary validation,val,SpatialLSD_0_10deg,Spatial LSD: 0-10 degrees from Q26,dB,Lower is better,10,BOUNDED,Bounded E25,44,3.4486082679815353,0.24510504279546669,3.3780382408804335,3.520064069755922,10000,20465910
15,15_secondary_validation_spatiallsd_10_20deg,Secondary validation,val,SpatialLSD_10_20deg,Spatial LSD: 10-20 degrees from Q26,dB,Lower is better,1,SHOnly,SH only,44,7.8042642819033565,0.31445134096009375,7.7120409301029698,7.8993508030684447,10000,20466901
15,15_secondary_validation_spatiallsd_10_20deg,Secondary validation,val,SpatialLSD_10_20deg,Spatial LSD: 10-20 degrees from Q26,dB,Lower is better,2,SUpDEqSH,SUpDEq SH,44,6.2644239389113361,0.41756471431859626,6.1409510088926504,6.383168265337499,10000,20466902
15,15_secondary_validation_spatiallsd_10_20deg,Secondary validation,val,SpatialLSD_10_20deg,Spatial LSD: 10-20 degrees from Q26,dB,Lower is better,3,SUpDEqNN,SUpDEq NN,44,6.0417185931681869,0.39538489902150453,5.9260474514769639,6.1520674812120308,10000,20466903
15,15_secondary_validation_spatiallsd_10_20deg,Secondary validation,val,SpatialLSD_10_20deg,Spatial LSD: 10-20 degrees from Q26,dB,Lower is better,4,SUpDEqBary,SUpDEq Barycentric,44,5.9168752321773548,0.3619148172525794,5.8068638946704372,6.0169827524693931,10000,20466904
15,15_secondary_validation_spatiallsd_10_20deg,Secondary validation,val,SpatialLSD_10_20deg,Spatial LSD: 10-20 degrees from Q26,dB,Lower is better,5,MCA,MCA,44,4.7682253478854939,0.23342869856472598,4.7011347919043462,4.8370279915249368,10000,20466905
15,15_secondary_validation_spatiallsd_10_20deg,Secondary validation,val,SpatialLSD_10_20deg,Spatial LSD: 10-20 degrees from Q26,dB,Lower is better,6,MCARv351,MCAR v3.5.1,44,3.581829545524569,0.24531384309886978,3.5113312901490352,3.6540243620563655,10000,20466906
15,15_secondary_validation_spatiallsd_10_20deg,Secondary validation,val,SpatialLSD_10_20deg,Spatial LSD: 10-20 degrees from Q26,dB,Lower is better,7,FSPAE,FSP-AE,44,3.1070763722734966,0.22678017029680031,3.044170216607184,3.1751305567293073,10000,20466907
15,15_secondary_validation_spatiallsd_10_20deg,Secondary validation,val,SpatialLSD_10_20deg,Spatial LSD: 10-20 degrees from Q26,dB,Lower is better,8,RANF,RANF,44,3.3710893291072721,0.26092530623936083,3.2959815812546749,3.4492181072291053,10000,20466908
15,15_secondary_validation_spatiallsd_10_20deg,Secondary validation,val,SpatialLSD_10_20deg,Spatial LSD: 10-20 degrees from Q26,dB,Lower is better,9,HYBRID,Hybrid E190,44,3.5226534678889121,0.27260547489729559,3.4427759886312677,3.6024881177110886,10000,20466909
15,15_secondary_validation_spatiallsd_10_20deg,Secondary validation,val,SpatialLSD_10_20deg,Spatial LSD: 10-20 degrees from Q26,dB,Lower is better,10,BOUNDED,Bounded E25,44,3.5643975512546802,0.2644876136223559,3.4884071507494654,3.6419234411975774,10000,20466910
16,16_secondary_validation_spatiallsd_20_30deg,Secondary validation,val,SpatialLSD_20_30deg,Spatial LSD: 20-30 degrees from Q26,dB,Lower is better,1,SHOnly,SH only,44,8.0774125744893723,0.31545055733157013,7.987044782456195,8.1743022812931745,10000,20467901
16,16_secondary_validation_spatiallsd_20_30deg,Secondary validation,val,SpatialLSD_20_30deg,Spatial LSD: 20-30 degrees from Q26,dB,Lower is better,2,SUpDEqSH,SUpDEq SH,44,6.6200743896666978,0.41937259463072218,6.4928581236502492,6.7400250995101052,10000,20467902
16,16_secondary_validation_spatiallsd_20_30deg,Secondary validation,val,SpatialLSD_20_30deg,Spatial LSD: 20-30 degrees from Q26,dB,Lower is better,3,SUpDEqNN,SUpDEq NN,44,6.9016058749126366,0.48881480198973998,6.7532703499466669,7.0399960167184856,10000,20467903
16,16_secondary_validation_spatiallsd_20_30deg,Secondary validation,val,SpatialLSD_20_30deg,Spatial LSD: 20-30 degrees from Q26,dB,Lower is better,4,SUpDEqBary,SUpDEq Barycentric,44,6.5460492349334682,0.42328749259990606,6.4210627331270125,6.6666906966001882,10000,20467904
16,16_secondary_validation_spatiallsd_20_30deg,Secondary validation,val,SpatialLSD_20_30deg,Spatial LSD: 20-30 degrees from Q26,dB,Lower is better,5,MCA,MCA,44,5.0946056171969492,0.23844173511043809,5.0242688691807142,5.16389730554876,10000,20467905
16,16_secondary_validation_spatiallsd_20_30deg,Secondary validation,val,SpatialLSD_20_30deg,Spatial LSD: 20-30 degrees from Q26,dB,Lower is better,6,MCARv351,MCAR v3.5.1,44,3.8024784377601422,0.25317216160058142,3.727147236326851,3.8753915983261078,10000,20467906
16,16_secondary_validation_spatiallsd_20_30deg,Secondary validation,val,SpatialLSD_20_30deg,Spatial LSD: 20-30 degrees from Q26,dB,Lower is better,7,FSPAE,FSP-AE,44,3.3167941920597341,0.25178810680694447,3.24444687401347,3.3938079786118913,10000,20467907
16,16_secondary_validation_spatiallsd_20_30deg,Secondary validation,val,SpatialLSD_20_30deg,Spatial LSD: 20-30 degrees from Q26,dB,Lower is better,8,RANF,RANF,44,3.596232802945718,0.25572857027028106,3.523872676519805,3.6714343462985126,10000,20467908
16,16_secondary_validation_spatiallsd_20_30deg,Secondary validation,val,SpatialLSD_20_30deg,Spatial LSD: 20-30 degrees from Q26,dB,Lower is better,9,HYBRID,Hybrid E190,44,3.7299262251879344,0.28753649486127314,3.6466005131221406,3.8144572926577434,10000,20467909
16,16_secondary_validation_spatiallsd_20_30deg,Secondary validation,val,SpatialLSD_20_30deg,Spatial LSD: 20-30 degrees from Q26,dB,Lower is better,10,BOUNDED,Bounded E25,44,3.758828600649851,0.2709252825724428,3.679242559245834,3.8376755012860078,10000,20467910
17,17_secondary_validation_spatiallsd_30_180deg,Secondary validation,val,SpatialLSD_30_180deg,Spatial LSD: 30-180 degrees from Q26,dB,Lower is better,1,SHOnly,SH only,44,8.0444759595181736,0.92246487578534009,7.7773967901061312,8.326550180163439,10000,20468901
17,17_secondary_validation_spatiallsd_30_180deg,Secondary validation,val,SpatialLSD_30_180deg,Spatial LSD: 30-180 degrees from Q26,dB,Lower is better,2,SUpDEqSH,SUpDEq SH,44,7.1366297900671336,1.0754348595089345,6.8218779783333385,7.4581013135321079,10000,20468902
17,17_secondary_validation_spatiallsd_30_180deg,Secondary validation,val,SpatialLSD_30_180deg,Spatial LSD: 30-180 degrees from Q26,dB,Lower is better,3,SUpDEqNN,SUpDEq NN,44,6.4835486728742318,1.3620375427577434,6.0871243207257431,6.8852109364379928,10000,20468903
17,17_secondary_validation_spatiallsd_30_180deg,Secondary validation,val,SpatialLSD_30_180deg,Spatial LSD: 30-180 degrees from Q26,dB,Lower is better,4,SUpDEqBary,SUpDEq Barycentric,44,6.1474928504475548,1.2879908101865718,5.7654520160089051,6.526375471480093,10000,20468904
17,17_secondary_validation_spatiallsd_30_180deg,Secondary validation,val,SpatialLSD_30_180deg,Spatial LSD: 30-180 degrees from Q26,dB,Lower is better,5,MCA,MCA,44,5.287458280305807,0.70936706972231356,5.0840031356063582,5.4986100711507078,10000,20468905
17,17_secondary_validation_spatiallsd_30_180deg,Secondary validation,val,SpatialLSD_30_180deg,Spatial LSD: 30-180 degrees from Q26,dB,Lower is better,6,MCARv351,MCAR v3.5.1,44,3.9120733673721975,0.65814141106316415,3.7276918188758561,4.1102011235677915,10000,20468906
17,17_secondary_validation_spatiallsd_30_180deg,Secondary validation,val,SpatialLSD_30_180deg,Spatial LSD: 30-180 degrees from Q26,dB,Lower is better,7,FSPAE,FSP-AE,44,3.0422600639865864,0.55166889485140547,2.8846130836866037,3.2116910510390566,10000,20468907
17,17_secondary_validation_spatiallsd_30_180deg,Secondary validation,val,SpatialLSD_30_180deg,Spatial LSD: 30-180 degrees from Q26,dB,Lower is better,8,RANF,RANF,44,3.5873455789988156,0.58023819767501861,3.4211714382762279,3.7629333945754215,10000,20468908
17,17_secondary_validation_spatiallsd_30_180deg,Secondary validation,val,SpatialLSD_30_180deg,Spatial LSD: 30-180 degrees from Q26,dB,Lower is better,9,HYBRID,Hybrid E190,44,3.7256725780891879,0.74513143996966302,3.5158069412409665,3.9521905212971093,10000,20468909
17,17_secondary_validation_spatiallsd_30_180deg,Secondary validation,val,SpatialLSD_30_180deg,Spatial LSD: 30-180 degrees from Q26,dB,Lower is better,10,BOUNDED,Bounded E25,44,3.7685922990840073,0.67821186368181186,3.5756530218884222,3.9690855804516039,10000,20468910
18,18_deferred_validation_dominantnotchpenalizedmae_hz,Deferred validation,val,DominantNotchPenalizedMAE_Hz,Dominant-notch penalized MAE,Hz,Lower is better,1,SHOnly,SH only,44,1224.9202444026955,34.232402726165184,1214.7640185009936,1234.4151980823556,10000,20560901
18,18_deferred_validation_dominantnotchpenalizedmae_hz,Deferred validation,val,DominantNotchPenalizedMAE_Hz,Dominant-notch penalized MAE,Hz,Lower is better,2,SUpDEqSH,SUpDEq SH,44,1155.8583609984614,65.449609940610287,1136.43426239871,1174.3135260491288,10000,20560902
18,18_deferred_validation_dominantnotchpenalizedmae_hz,Deferred validation,val,DominantNotchPenalizedMAE_Hz,Dominant-notch penalized MAE,Hz,Lower is better,3,SUpDEqNN,SUpDEq NN,44,1018.3931737285711,61.986275219492455,999.76012450404426,1035.9931777091733,10000,20560903
18,18_deferred_validation_dominantnotchpenalizedmae_hz,Deferred validation,val,DominantNotchPenalizedMAE_Hz,Dominant-notch penalized MAE,Hz,Lower is better,4,SUpDEqBary,SUpDEq Barycentric,44,1024.1133161575372,59.897423431504201,1006.6225603033959,1041.641666199416,10000,20560904
18,18_deferred_validation_dominantnotchpenalizedmae_hz,Deferred validation,val,DominantNotchPenalizedMAE_Hz,Dominant-notch penalized MAE,Hz,Lower is better,5,MCA,MCA,44,1118.402296429319,63.677694207894355,1099.5921611157698,1136.7780403463341,10000,20560905
18,18_deferred_validation_dominantnotchpenalizedmae_hz,Deferred validation,val,DominantNotchPenalizedMAE_Hz,Dominant-notch penalized MAE,Hz,Lower is better,6,MCARv351,MCAR v3.5.1,44,949.24940821618839,75.559773602610946,926.67733414923634,971.13841149247742,10000,20560906
18,18_deferred_validation_dominantnotchpenalizedmae_hz,Deferred validation,val,DominantNotchPenalizedMAE_Hz,Dominant-notch penalized MAE,Hz,Lower is better,7,FSPAE,FSP-AE,44,829.64145083457993,63.312308012460583,810.99122566137135,847.60937590768594,10000,20560907
18,18_deferred_validation_dominantnotchpenalizedmae_hz,Deferred validation,val,DominantNotchPenalizedMAE_Hz,Dominant-notch penalized MAE,Hz,Lower is better,8,RANF,RANF,44,859.0009601095112,83.942522674631689,835.67451116157042,884.16867898026089,10000,20560908
18,18_deferred_validation_dominantnotchpenalizedmae_hz,Deferred validation,val,DominantNotchPenalizedMAE_Hz,Dominant-notch penalized MAE,Hz,Lower is better,9,HYBRID,Hybrid E190,44,935.67714588136721,74.07417479739668,914.3421432473142,957.40470940672424,10000,20560909
18,18_deferred_validation_dominantnotchpenalizedmae_hz,Deferred validation,val,DominantNotchPenalizedMAE_Hz,Dominant-notch penalized MAE,Hz,Lower is better,10,BOUNDED,Bounded E25,44,962.41377541628037,74.693584400901869,940.80171431744418,984.02556346212873,10000,20560910
19,19_deferred_validation_dominantnotchmatchedmae_hz,Deferred validation,val,DominantNotchMatchedMAE_Hz,Dominant-notch matched-only MAE,Hz,Lower is better,1,SHOnly,SH only,44,652.11618237145126,43.613289233649482,639.22712386340015,664.15577460901613,10000,20561901
19,19_deferred_validation_dominantnotchmatchedmae_hz,Deferred validation,val,DominantNotchMatchedMAE_Hz,Dominant-notch matched-only MAE,Hz,Lower is better,2,SUpDEqSH,SUpDEq SH,44,611.63029721954615,62.398707959115796,592.71993078912283,629.12351033722246,10000,20561902
19,19_deferred_validation_dominantnotchmatchedmae_hz,Deferred validation,val,DominantNotchMatchedMAE_Hz,Dominant-notch matched-only MAE,Hz,Lower is better,3,SUpDEqNN,SUpDEq NN,44,505.38099274227528,53.234593715629487,489.86825852164759,520.72821469275834,10000,20561903
19,19_deferred_validation_dominantnotchmatchedmae_hz,Deferred validation,val,DominantNotchMatchedMAE_Hz,Dominant-notch matched-only MAE,Hz,Lower is better,4,SUpDEqBary,SUpDEq Barycentric,44,509.9531796741241,48.349824418384515,496.0767442751507,524.16212519605745,10000,20561904
19,19_deferred_validation_dominantnotchmatchedmae_hz,Deferred validation,val,DominantNotchMatchedMAE_Hz,Dominant-notch matched-only MAE,Hz,Lower is better,5,MCA,MCA,44,595.02101721042425,60.333182489180459,576.80652288468491,612.23815200470017,10000,20561905
19,19_deferred_validation_dominantnotchmatchedmae_hz,Deferred validation,val,DominantNotchMatchedMAE_Hz,Dominant-notch matched-only MAE,Hz,Lower is better,6,MCARv351,MCAR v3.5.1,44,502.03465223127131,58.892002317848601,484.87770041739935,519.07404473245322,10000,20561906
19,19_deferred_validation_dominantnotchmatchedmae_hz,Deferred validation,val,DominantNotchMatchedMAE_Hz,Dominant-notch matched-only MAE,Hz,Lower is better,7,FSPAE,FSP-AE,44,417.50365387417952,45.120116431865533,404.37660855757838,430.98460632397456,10000,20561907
19,19_deferred_validation_dominantnotchmatchedmae_hz,Deferred validation,val,DominantNotchMatchedMAE_Hz,Dominant-notch matched-only MAE,Hz,Lower is better,8,RANF,RANF,44,432.68765305867271,43.851593573228854,420.1098307754325,445.63383508062589,10000,20561908
19,19_deferred_validation_dominantnotchmatchedmae_hz,Deferred validation,val,DominantNotchMatchedMAE_Hz,Dominant-notch matched-only MAE,Hz,Lower is better,9,HYBRID,Hybrid E190,44,481.80790773896263,59.157978381615649,464.63325591003337,498.65718685317012,10000,20561909
19,19_deferred_validation_dominantnotchmatchedmae_hz,Deferred validation,val,DominantNotchMatchedMAE_Hz,Dominant-notch matched-only MAE,Hz,Lower is better,10,BOUNDED,Bounded E25,44,509.51365422889592,60.44239865475074,491.95140143092704,527.31630778236104,10000,20561910
20,20_deferred_validation_dominantnotchmissrate,Deferred validation,val,DominantNotchMissRate,Dominant-notch miss rate,%,Lower is better,1,SHOnly,SH only,44,67.590046142889463,3.2626405824892659,66.606493298268305,68.516773860525333,10000,20562901
20,20_deferred_validation_dominantnotchmissrate,Deferred validation,val,DominantNotchMissRate,Dominant-notch miss rate,%,Lower is better,2,SUpDEqSH,SUpDEq SH,44,61.456185782942221,5.3368209357207688,59.879720167674385,62.976119426089205,10000,20562902
20,20_deferred_validation_dominantnotchmissrate,Deferred validation,val,DominantNotchMissRate,Dominant-notch miss rate,%,Lower is better,3,SUpDEqNN,SUpDEq NN,44,51.653715782136807,4.79488826330621,50.272242639900213,53.048214581112632,10000,20562903
20,20_deferred_validation_dominantnotchmissrate,Deferred validation,val,DominantNotchMissRate,Dominant-notch miss rate,%,Lower is better,4,SUpDEqBary,SUpDEq Barycentric,44,51.993296320283868,4.901490036997795,50.598051646963363,53.461500422284416,10000,20562904
20,20_deferred_validation_dominantnotchmissrate,Deferred validation,val,DominantNotchMissRate,Dominant-notch miss rate,%,Lower is better,5,MCA,MCA,44,57.975461670072953,5.2335066526868301,56.445603613459419,59.523505460358869,10000,20562905
20,20_deferred_validation_dominantnotchmissrate,Deferred validation,val,DominantNotchMissRate,Dominant-notch miss rate,%,Lower is better,6,MCARv351,MCAR v3.5.1,44,44.861765875672866,6.2648044857275611,43.111061977875487,46.73235545407826,10000,20562906
20,20_deferred_validation_dominantnotchmissrate,Deferred validation,val,DominantNotchMissRate,Dominant-notch miss rate,%,Lower is better,7,FSPAE,FSP-AE,44,38.017729811656267,5.8525403670605192,36.327206102837884,39.736895810261885,10000,20562907
20,20_deferred_validation_dominantnotchmissrate,Deferred validation,val,DominantNotchMissRate,Dominant-notch miss rate,%,Lower is better,8,RANF,RANF,44,40.021435273977026,6.8804147781500413,38.092293588548685,42.078181525916364,10000,20562908
20,20_deferred_validation_dominantnotchmissrate,Deferred validation,val,DominantNotchMissRate,Dominant-notch miss rate,%,Lower is better,9,HYBRID,Hybrid E190,44,44.603688327423455,6.2388098431290056,42.793543037189217,46.457561078849139,10000,20562909
20,20_deferred_validation_dominantnotchmissrate,Deferred validation,val,DominantNotchMissRate,Dominant-notch miss rate,%,Lower is better,10,BOUNDED,Bounded E25,44,45.805303079844641,6.0813101989004839,44.078467684947682,47.621957794933017,10000,20562910
21,21_deferred_validation_dominantnotchspuriousrate,Deferred validation,val,DominantNotchSpuriousRate,Dominant-notch spurious rate,%,Lower is better,1,SHOnly,SH only,44,2.2727272727272729,15.075567228888181,0,6.8181818181818183,10000,20563901
21,21_deferred_validation_dominantnotchspuriousrate,Deferred validation,val,DominantNotchSpuriousRate,Dominant-notch spurious rate,%,Lower is better,2,SUpDEqSH,SUpDEq SH,44,2.2727272727272729,15.075567228888181,0,6.8181818181818183,10000,20563902
21,21_deferred_validation_dominantnotchspuriousrate,Deferred validation,val,DominantNotchSpuriousRate,Dominant-notch spurious rate,%,Lower is better,3,SUpDEqNN,SUpDEq NN,44,2.2727272727272729,15.075567228888181,0,6.8181818181818183,10000,20563903
21,21_deferred_validation_dominantnotchspuriousrate,Deferred validation,val,DominantNotchSpuriousRate,Dominant-notch spurious rate,%,Lower is better,4,SUpDEqBary,SUpDEq Barycentric,44,2.2727272727272729,15.075567228888181,0,6.8181818181818183,10000,20563904
21,21_deferred_validation_dominantnotchspuriousrate,Deferred validation,val,DominantNotchSpuriousRate,Dominant-notch spurious rate,%,Lower is better,5,MCA,MCA,44,2.2727272727272729,15.075567228888181,0,6.8181818181818183,10000,20563905
21,21_deferred_validation_dominantnotchspuriousrate,Deferred validation,val,DominantNotchSpuriousRate,Dominant-notch spurious rate,%,Lower is better,6,MCARv351,MCAR v3.5.1,44,2.2727272727272729,15.075567228888181,0,6.8181818181818183,10000,20563906
21,21_deferred_validation_dominantnotchspuriousrate,Deferred validation,val,DominantNotchSpuriousRate,Dominant-notch spurious rate,%,Lower is better,7,FSPAE,FSP-AE,44,2.2727272727272729,15.075567228888181,0,6.8181818181818183,10000,20563907
21,21_deferred_validation_dominantnotchspuriousrate,Deferred validation,val,DominantNotchSpuriousRate,Dominant-notch spurious rate,%,Lower is better,8,RANF,RANF,44,2.2727272727272729,15.075567228888181,0,6.8181818181818183,10000,20563908
21,21_deferred_validation_dominantnotchspuriousrate,Deferred validation,val,DominantNotchSpuriousRate,Dominant-notch spurious rate,%,Lower is better,9,HYBRID,Hybrid E190,44,2.2727272727272729,15.075567228888181,0,6.8181818181818183,10000,20563909
21,21_deferred_validation_dominantnotchspuriousrate,Deferred validation,val,DominantNotchSpuriousRate,Dominant-notch spurious rate,%,Lower is better,10,BOUNDED,Bounded E25,44,2.2727272727272729,15.075567228888181,0,6.8181818181818183,10000,20563910
22,22_deferred_validation_referencenotchfraction,Deferred validation,val,ReferenceNotchFraction,Reference notch fraction,%,Descriptive only,1,SHOnly,SH only,44,99.998226092761016,0.011766769449221736,99.994678278283033,99.999999999999986,10000,20564901
22,22_deferred_validation_referencenotchfraction,Deferred validation,val,ReferenceNotchFraction,Reference notch fraction,%,Descriptive only,2,SUpDEqSH,SUpDEq SH,44,99.998226092761016,0.011766769449221736,99.994678278283033,99.999999999999986,10000,20564902
22,22_deferred_validation_referencenotchfraction,Deferred validation,val,ReferenceNotchFraction,Reference notch fraction,%,Descriptive only,3,SUpDEqNN,SUpDEq NN,44,99.998226092761016,0.011766769449221736,99.994678278283033,99.999999999999986,10000,20564903
22,22_deferred_validation_referencenotchfraction,Deferred validation,val,ReferenceNotchFraction,Reference notch fraction,%,Descriptive only,4,SUpDEqBary,SUpDEq Barycentric,44,99.998226092761016,0.011766769449221736,99.994678278283033,99.999999999999986,10000,20564904
22,22_deferred_validation_referencenotchfraction,Deferred validation,val,ReferenceNotchFraction,Reference notch fraction,%,Descriptive only,5,MCA,MCA,44,99.998226092761016,0.011766769449221736,99.994678278283033,99.999999999999986,10000,20564905
22,22_deferred_validation_referencenotchfraction,Deferred validation,val,ReferenceNotchFraction,Reference notch fraction,%,Descriptive only,6,MCARv351,MCAR v3.5.1,44,99.998226092761016,0.011766769449221736,99.994678278283033,99.999999999999986,10000,20564906
22,22_deferred_validation_referencenotchfraction,Deferred validation,val,ReferenceNotchFraction,Reference notch fraction,%,Descriptive only,7,FSPAE,FSP-AE,44,99.998226092761016,0.011766769449221736,99.994678278283033,99.999999999999986,10000,20564907
22,22_deferred_validation_referencenotchfraction,Deferred validation,val,ReferenceNotchFraction,Reference notch fraction,%,Descriptive only,8,RANF,RANF,44,99.998226092761016,0.011766769449221736,99.994678278283033,99.999999999999986,10000,20564908
22,22_deferred_validation_referencenotchfraction,Deferred validation,val,ReferenceNotchFraction,Reference notch fraction,%,Descriptive only,9,HYBRID,Hybrid E190,44,99.998226092761016,0.011766769449221736,99.994678278283033,99.999999999999986,10000,20564909
22,22_deferred_validation_referencenotchfraction,Deferred validation,val,ReferenceNotchFraction,Reference notch fraction,%,Descriptive only,10,BOUNDED,Bounded E25,44,99.998226092761016,0.011766769449221736,99.994678278283033,99.999999999999986,10000,20564910
23,23_deferred_validation_itdweightedmae_us,Deferred validation,val,ITDWeightedMAE_us,ITD solid-angle-weighted MAE,us,Lower is better,1,SHOnly,SH only,44,50.845215853864062,6.5860586207696663,48.93662433635096,52.7980287033607,10000,20565901
23,23_deferred_validation_itdweightedmae_us,Deferred validation,val,ITDWeightedMAE_us,ITD solid-angle-weighted MAE,us,Lower is better,2,SUpDEqSH,SUpDEq SH,44,13.548303256910419,2.0141725774714088,12.973047488513265,14.160913342109469,10000,20565902
23,23_deferred_validation_itdweightedmae_us,Deferred validation,val,ITDWeightedMAE_us,ITD solid-angle-weighted MAE,us,Lower is better,3,SUpDEqNN,SUpDEq NN,44,12.676418652699489,2.1258244801960924,12.089178727997105,13.341212560537459,10000,20565903
23,23_deferred_validation_itdweightedmae_us,Deferred validation,val,ITDWeightedMAE_us,ITD solid-angle-weighted MAE,us,Lower is better,4,SUpDEqBary,SUpDEq Barycentric,44,12.992500582932719,2.213911964504188,12.392745482079407,13.6800374796213,10000,20565904
23,23_deferred_validation_itdweightedmae_us,Deferred validation,val,ITDWeightedMAE_us,ITD solid-angle-weighted MAE,us,Lower is better,5,MCA,MCA,44,16.011452206416887,2.3544619749958851,15.313751314458612,16.703932428598893,10000,20565905
23,23_deferred_validation_itdweightedmae_us,Deferred validation,val,ITDWeightedMAE_us,ITD solid-angle-weighted MAE,us,Lower is better,6,MCARv351,MCAR v3.5.1,44,15.520266032911964,2.2751558032080594,14.870630629605532,16.183956385342722,10000,20565906
23,23_deferred_validation_itdweightedmae_us,Deferred validation,val,ITDWeightedMAE_us,ITD solid-angle-weighted MAE,us,Lower is better,7,FSPAE,FSP-AE,44,15.543915553698787,4.2043180975108143,14.400220753486764,16.821243045253023,10000,20565907
