SubjectLabel,SubjectID,Seed,Variant,Metric,Value
P0274,274,20260823,FiLM-SIREN E130,Contralateral25ERB,1.20723632260481
P0274,274,20260823,FSC E190,FullSphereERB,0.725376558951685
P0274,274,20260823,FSC E190,Contralateral25ERB,1.20148072430263
P0277,277,20260821,FiLM-SIREN E130,FullSphereERB,0.875174038960485
P0277,277,20260821,FiLM-SIREN E130,Contralateral25ERB,1.30353969525665
P0277,277,20260821,FSC E190,FullSphereERB,0.848061582797484
P0277,277,20260821,FSC E190,Contralateral25ERB,1.29630196365335
P0277,277,20260822,FiLM-SIREN E130,FullSphereERB,0.848549779999326
P0277,277,20260822,FiLM-SIREN E130,Contralateral25ERB,1.29490810373159
P0277,277,20260822,FSC E190,FullSphereERB,0.819314406136818
P0277,277,20260822,FSC E190,Contralateral25ERB,1.29151551250576
P0277,277,20260823,FiLM-SIREN E130,FullSphereERB,0.851654219305033
P0277,277,20260823,FiLM-SIREN E130,Contralateral25ERB,1.27900026699314
P0277,277,20260823,FSC E190,FullSphereERB,0.823204335969199
P0277,277,20260823,FSC E190,Contralateral25ERB,1.27637279286342
P0278,278,20260821,FiLM-SIREN E130,FullSphereERB,0.893015710354902
P0278,278,20260821,FiLM-SIREN E130,Contralateral25ERB,1.42713556907527
P0278,278,20260821,FSC E190,FullSphereERB,0.864992108094467
P0278,278,20260821,FSC E190,Contralateral25ERB,1.42143451403933
P0278,278,20260822,FiLM-SIREN E130,FullSphereERB,0.866147188113886
P0278,278,20260822,FiLM-SIREN E130,Contralateral25ERB,1.41907688758918
P0278,278,20260822,FSC E190,FullSphereERB,0.851681949038295
P0278,278,20260822,FSC E190,Contralateral25ERB,1.4169772189808
P0278,278,20260823,FiLM-SIREN E130,FullSphereERB,0.901492946663357
P0278,278,20260823,FiLM-SIREN E130,Contralateral25ERB,1.46153366304847
P0278,278,20260823,FSC E190,FullSphereERB,0.884605127782579
P0278,278,20260823,FSC E190,Contralateral25ERB,1.45417883589548
P0294,294,20260821,FiLM-SIREN E130,FullSphereERB,0.975460297722602
P0294,294,20260821,FiLM-SIREN E130,Contralateral25ERB,1.50903460015399
P0294,294,20260821,FSC E190,FullSphereERB,0.945883184180422
P0294,294,20260821,FSC E190,Contralateral25ERB,1.47618347474299
P0294,294,20260822,FiLM-SIREN E130,FullSphereERB,0.94308156728602
P0294,294,20260822,FiLM-SIREN E130,Contralateral25ERB,1.4193388621783
P0294,294,20260822,FSC E190,FullSphereERB,0.915968028269723
P0294,294,20260822,FSC E190,Contralateral25ERB,1.40026321456606
P0294,294,20260823,FiLM-SIREN E130,FullSphereERB,0.958457169655247
P0294,294,20260823,FiLM-SIREN E130,Contralateral25ERB,1.49544303885296
P0294,294,20260823,FSC E190,FullSphereERB,0.931850634543912
P0294,294,20260823,FSC E190,Contralateral25ERB,1.44778350046663
P0295,295,20260821,FiLM-SIREN E130,FullSphereERB,0.739270524227437
P0295,295,20260821,FiLM-SIREN E130,Contralateral25ERB,1.19722239965993
P0295,295,20260821,FSC E190,FullSphereERB,0.725486636662756
P0295,295,20260821,FSC E190,Contralateral25ERB,1.18640310663072
P0295,295,20260822,FiLM-SIREN E130,FullSphereERB,0.729151380139129
P0295,295,20260822,FiLM-SIREN E130,Contralateral25ERB,1.16452138624151
P0295,295,20260822,FSC E190,FullSphereERB,0.717589805555042
P0295,295,20260822,FSC E190,Contralateral25ERB,1.16106053641802
P0295,295,20260823,FiLM-SIREN E130,FullSphereERB,0.740791841361971
P0295,295,20260823,FiLM-SIREN E130,Contralateral25ERB,1.17096632193066
P0295,295,20260823,FSC E190,FullSphereERB,0.729382022171298
P0295,295,20260823,FSC E190,Contralateral25ERB,1.16490747859362
P0307,307,20260821,FiLM-SIREN E130,FullSphereERB,0.901449688832157
P0307,307,20260821,FiLM-SIREN E130,Contralateral25ERB,1.21424378894219
P0307,307,20260821,FSC E190,FullSphereERB,0.878126102099225
P0307,307,20260821,FSC E190,Contralateral25ERB,1.18709205126529
P0307,307,20260822,FiLM-SIREN E130,FullSphereERB,0.926292849556479
P0307,307,20260822,FiLM-SIREN E130,Contralateral25ERB,1.23436412603186
P0307,307,20260822,FSC E190,FullSphereERB,0.904767381340264
P0307,307,20260822,FSC E190,Contralateral25ERB,1.20261407709725
P0307,307,20260823,FiLM-SIREN E130,FullSphereERB,0.930718607250479
P0307,307,20260823,FiLM-SIREN E130,Contralateral25ERB,1.27485008934684
P0307,307,20260823,FSC E190,FullSphereERB,0.917035335653878
P0307,307,20260823,FSC E190,Contralateral25ERB,1.25047632254588
P0313,313,20260821,FiLM-SIREN E130,FullSphereERB,0.996819547840169
P0313,313,20260821,FiLM-SIREN E130,Contralateral25ERB,1.36438528615575
P0313,313,20260821,FSC E190,FullSphereERB,0.989628506267027
P0313,313,20260821,FSC E190,Contralateral25ERB,1.36085968806139
P0313,313,20260822,FiLM-SIREN E130,FullSphereERB,1.00459853558654
P0313,313,20260822,FiLM-SIREN E130,Contralateral25ERB,1.4870766857593
P0313,313,20260822,FSC E190,FullSphereERB,1.00067633071351
P0313,313,20260822,FSC E190,Contralateral25ERB,1.4727147426024
P0313,313,20260823,FiLM-SIREN E130,FullSphereERB,1.03200416196307
P0313,313,20260823,FiLM-SIREN E130,Contralateral25ERB,1.49125920170571
P0313,313,20260823,FSC E190,FullSphereERB,1.02589161240204
P0313,313,20260823,FSC E190,Contralateral25ERB,1.48984994845391
P0335,335,20260821,FiLM-SIREN E130,FullSphereERB,1.79150472352823
P0335,335,20260821,FiLM-SIREN E130,Contralateral25ERB,2.1789573043832
P0335,335,20260821,FSC E190,FullSphereERB,1.78087165092777
P0335,335,20260821,FSC E190,Contralateral25ERB,2.1749481956534
P0335,335,20260822,FiLM-SIREN E130,FullSphereERB,1.77007742169696
P0335,335,20260822,FiLM-SIREN E130,Contralateral25ERB,2.12968876856654
P0335,335,20260822,FSC E190,FullSphereERB,1.75857047315037
P0335,335,20260822,FSC E190,Contralateral25ERB,2.12404020290784
P0335,335,20260823,FiLM-SIREN E130,FullSphereERB,1.75934329487233
P0335,335,20260823,FiLM-SIREN E130,Contralateral25ERB,2.14179467184588
P0335,335,20260823,FSC E190,FullSphereERB,1.75328373823906
P0335,335,20260823,FSC E190,Contralateral25ERB,2.16392670645195
P0338,338,20260821,FiLM-SIREN E130,FullSphereERB,0.985210275183026
P0338,338,20260821,FiLM-SIREN E130,Contralateral25ERB,1.41248225961113
P0338,338,20260821,FSC E190,FullSphereERB,0.957501844088672
P0338,338,20260821,FSC E190,Contralateral25ERB,1.40437230819812
P0338,338,20260822,FiLM-SIREN E130,FullSphereERB,0.987506167386238
P0338,338,20260822,FiLM-SIREN E130,Contralateral25ERB,1.40071563317546
P0338,338,20260822,FSC E190,FullSphereERB,0.960585190982801
P0338,338,20260822,FSC E190,Contralateral25ERB,1.388224761435
P0338,338,20260823,FiLM-SIREN E130,FullSphereERB,0.989166577308345
P0338,338,20260823,FiLM-SIREN E130,Contralateral25ERB,1.37981389781415
P0338,338,20260823,FSC E190,FullSphereERB,0.965554280229359
P0338,338,20260823,FSC E190,Contralateral25ERB,1.36816092133067
P0341,341,20260821,FiLM-SIREN E130,FullSphereERB,0.840453447542374
P0341,341,20260821,FiLM-SIREN E130,Contralateral25ERB,1.14765411779074
P0341,341,20260821,FSC E190,FullSphereERB,0.822394708596194
P0341,341,20260821,FSC E190,Contralateral25ERB,1.11027743027218
P0341,341,20260822,FiLM-SIREN E130,FullSphereERB,0.833784618408457
P0341,341,20260822,FiLM-SIREN E130,Contralateral25ERB,1.14680739624157
P0341,341,20260822,FSC E190,FullSphereERB,0.814214919117374
P0341,341,20260822,FSC E190,Contralateral25ERB,1.09504019401999
P0341,341,20260823,FiLM-SIREN E130,FullSphereERB,0.830350352350142
P0341,341,20260823,FiLM-SIREN E130,Contralateral25ERB,1.14256267383343
P0341,341,20260823,FSC E190,FullSphereERB,0.811106410202014
P0341,341,20260823,FSC E190,Contralateral25ERB,1.11066161413591
P0354,354,20260821,FiLM-SIREN E130,FullSphereERB,0.849250511532076
P0354,354,20260821,FiLM-SIREN E130,Contralateral25ERB,1.29297272743983
P0354,354,20260821,FSC E190,FullSphereERB,0.81809946830724
P0354,354,20260821,FSC E190,Contralateral25ERB,1.27564199559091
P0354,354,20260822,FiLM-SIREN E130,FullSphereERB,0.830638803862953
P0354,354,20260822,FiLM-SIREN E130,Contralateral25ERB,1.27928880028998
P0354,354,20260822,FSC E190,FullSphereERB,0.802688471809123
P0354,354,20260822,FSC E190,Contralateral25ERB,1.25738529063001
P0354,354,20260823,FiLM-SIREN E130,FullSphereERB,0.841991718026216
P0354,354,20260823,FiLM-SIREN E130,Contralateral25ERB,1.26444381927702
P0354,354,20260823,FSC E190,FullSphereERB,0.819189733950896
P0354,354,20260823,FSC E190,Contralateral25ERB,1.24694208940716
P0360,360,20260821,FiLM-SIREN E130,FullSphereERB,0.722803301651304
P0360,360,20260821,FiLM-SIREN E130,Contralateral25ERB,1.12926529458179
P0360,360,20260821,FSC E190,FullSphereERB,0.704844337262898
P0360,360,20260821,FSC E190,Contralateral25ERB,1.11552272152131
P0360,360,20260822,FiLM-SIREN E130,FullSphereERB,0.715245188489422
P0360,360,20260822,FiLM-SIREN E130,Contralateral25ERB,1.08604527363836
P0360,360,20260822,FSC E190,FullSphereERB,0.701387842036237
P0360,360,20260822,FSC E190,Contralateral25ERB,1.07660593873096
P0360,360,20260823,FiLM-SIREN E130,FullSphereERB,0.718779534420586
P0360,360,20260823,FiLM-SIREN E130,Contralateral25ERB,1.07584953151564
P0360,360,20260823,FSC E190,FullSphereERB,0.705313435222936
P0360,360,20260823,FSC E190,Contralateral25ERB,1.06557171469478
P0369,369,20260821,FiLM-SIREN E130,FullSphereERB,0.779495260319476
P0369,369,20260821,FiLM-SIREN E130,Contralateral25ERB,1.28105172323855
P0369,369,20260821,FSC E190,FullSphereERB,0.756162548838163
P0369,369,20260821,FSC E190,Contralateral25ERB,1.26616984506305
P0369,369,20260822,FiLM-SIREN E130,FullSphereERB,0.784430225561146
P0369,369,20260822,FiLM-SIREN E130,Contralateral25ERB,1.20548622191883
P0369,369,20260822,FSC E190,FullSphereERB,0.763358666414075
P0369,369,20260822,FSC E190,Contralateral25ERB,1.18262541611972
P0369,369,20260823,FiLM-SIREN E130,FullSphereERB,0.747063356667887
P0369,369,20260823,FiLM-SIREN E130,Contralateral25ERB,1.16437687446885
P0369,369,20260823,FSC E190,FullSphereERB,0.722617602257322
P0369,369,20260823,FSC E190,Contralateral25ERB,1.1427200294732
