Seed,SubjectLabel,SubjectID,Variant,Metric,Unit,Value
20260823,P0066,66,FiLM-SIREN E130,FullSphereERB,dB,0.94360379746683198
20260823,P0066,66,FiLM-SIREN E130,Contralateral25ERB,dB,1.50239692890537
20260823,P0066,66,FiLM-SIREN E130,ERBBandILDMean,dB,1.9603421688079834
20260823,P0066,66,FiLM-SIREN E130,ITDWeightedMAE,us,14.077046492345215
20260823,P0066,66,FiLM-SIREN E130,FullSphereLSD,dB,4.4369335558471699
20260823,P0066,66,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.61400783061981201
20260823,P0066,66,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.40691840648651123
20260823,P0066,66,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.73856592178344727
20260823,P0066,66,FSC E190,FullSphereERB,dB,0.90577726718165796
20260823,P0066,66,FSC E190,Contralateral25ERB,dB,1.47420435776934
20260823,P0066,66,FSC E190,ERBBandILDMean,dB,1.7827125787734985
20260823,P0066,66,FSC E190,ITDWeightedMAE,us,14.105715871512869
20260823,P0066,66,FSC E190,FullSphereLSD,dB,4.0390431687819728
20260823,P0066,66,FSC E190,HFFirstDifferenceMAE,dB/bin,0.49346688389778137
20260823,P0066,66,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.30295795202255249
20260823,P0066,66,FSC E190,MultiScaleNotchDepthMAE,dB,0.60925370454788208
20260821,P0073,73,FiLM-SIREN E130,FullSphereERB,dB,0.73467973213582005
20260821,P0073,73,FiLM-SIREN E130,Contralateral25ERB,dB,1.02168385879704
20260821,P0073,73,FiLM-SIREN E130,ERBBandILDMean,dB,1.477191686630249
20260821,P0073,73,FiLM-SIREN E130,ITDWeightedMAE,us,13.172825888838776
20260821,P0073,73,FiLM-SIREN E130,FullSphereLSD,dB,3.4938671765179565
20260821,P0073,73,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.44668874144554138
20260821,P0073,73,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.27309885621070862
20260821,P0073,73,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.4797741174697876
20260821,P0073,73,FSC E190,FullSphereERB,dB,0.72045590122069003
20260821,P0073,73,FSC E190,Contralateral25ERB,dB,1.0099139545813101
20260821,P0073,73,FSC E190,ERBBandILDMean,dB,1.4121993780136108
20260821,P0073,73,FSC E190,ITDWeightedMAE,us,13.128730172945431
20260821,P0073,73,FSC E190,FullSphereLSD,dB,3.2770144463957571
20260821,P0073,73,FSC E190,HFFirstDifferenceMAE,dB/bin,0.37609753012657166
20260821,P0073,73,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.20937603712081909
20260821,P0073,73,FSC E190,MultiScaleNotchDepthMAE,dB,0.41992130875587463
20260822,P0073,73,FiLM-SIREN E130,FullSphereERB,dB,0.732349410290419
20260822,P0073,73,FiLM-SIREN E130,Contralateral25ERB,dB,1.0216753037409301
20260822,P0073,73,FiLM-SIREN E130,ERBBandILDMean,dB,1.5310494899749756
20260822,P0073,73,FiLM-SIREN E130,ITDWeightedMAE,us,13.201510281884229
20260822,P0073,73,FiLM-SIREN E130,FullSphereLSD,dB,3.5128726345267927
20260822,P0073,73,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.43926572799682617
20260822,P0073,73,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.26324445009231567
20260822,P0073,73,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.47393167018890381
20260822,P0073,73,FSC E190,FullSphereERB,dB,0.71772956906338203
20260822,P0073,73,FSC E190,Contralateral25ERB,dB,1.00735356680163
20260822,P0073,73,FSC E190,ERBBandILDMean,dB,1.4631824493408203
20260822,P0073,73,FSC E190,ITDWeightedMAE,us,13.179579283548623
20260822,P0073,73,FSC E190,FullSphereLSD,dB,3.2922980436256992
20260822,P0073,73,FSC E190,HFFirstDifferenceMAE,dB/bin,0.37282055616378784
20260822,P0073,73,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.20494654774665833
20260822,P0073,73,FSC E190,MultiScaleNotchDepthMAE,dB,0.41723039746284485
20260823,P0073,73,FiLM-SIREN E130,FullSphereERB,dB,0.71749405869151806
20260823,P0073,73,FiLM-SIREN E130,Contralateral25ERB,dB,1.0154845261888501
20260823,P0073,73,FiLM-SIREN E130,ERBBandILDMean,dB,1.4888660907745361
20260823,P0073,73,FiLM-SIREN E130,ITDWeightedMAE,us,13.174313460253428
20260823,P0073,73,FiLM-SIREN E130,FullSphereLSD,dB,3.4949796755750979
20260823,P0073,73,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.43449413776397705
20260823,P0073,73,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.25692912936210632
20260823,P0073,73,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.46897873282432556
20260823,P0073,73,FSC E190,FullSphereERB,dB,0.70626767950200098
20260823,P0073,73,FSC E190,Contralateral25ERB,dB,0.99829889802889604
20260823,P0073,73,FSC E190,ERBBandILDMean,dB,1.4169750213623047
20260823,P0073,73,FSC E190,ITDWeightedMAE,us,13.169245000575911
20260823,P0073,73,FSC E190,FullSphereLSD,dB,3.2685752290218462
20260823,P0073,73,FSC E190,HFFirstDifferenceMAE,dB/bin,0.37459397315979004
20260823,P0073,73,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.20666368305683136
20260823,P0073,73,FSC E190,MultiScaleNotchDepthMAE,dB,0.41847109794616699
20260821,P0113,113,FiLM-SIREN E130,FullSphereERB,dB,0.84326564079784105
20260821,P0113,113,FiLM-SIREN E130,Contralateral25ERB,dB,1.12149295716314
20260821,P0113,113,FiLM-SIREN E130,ERBBandILDMean,dB,1.5574065446853638
20260821,P0113,113,FiLM-SIREN E130,ITDWeightedMAE,us,13.843938725534422
20260821,P0113,113,FiLM-SIREN E130,FullSphereLSD,dB,3.7596850292070139
20260821,P0113,113,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.44604805111885071
20260821,P0113,113,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.27551645040512085
20260821,P0113,113,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.48798856139183044
20260821,P0113,113,FSC E190,FullSphereERB,dB,0.82316981082572205
20260821,P0113,113,FSC E190,Contralateral25ERB,dB,1.099345237781
20260821,P0113,113,FSC E190,ERBBandILDMean,dB,1.5212665796279907
20260821,P0113,113,FSC E190,ITDWeightedMAE,us,13.822878690535898
20260821,P0113,113,FSC E190,FullSphereLSD,dB,3.5923561804199116
20260821,P0113,113,FSC E190,HFFirstDifferenceMAE,dB/bin,0.37308084964752197
20260821,P0113,113,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.20883177220821381
20260821,P0113,113,FSC E190,MultiScaleNotchDepthMAE,dB,0.42677772045135498
20260822,P0113,113,FiLM-SIREN E130,FullSphereERB,dB,0.84703811463867695
20260822,P0113,113,FiLM-SIREN E130,Contralateral25ERB,dB,1.1238221134253199
20260822,P0113,113,FiLM-SIREN E130,ERBBandILDMean,dB,1.5543127059936523
20260822,P0113,113,FiLM-SIREN E130,ITDWeightedMAE,us,13.743710389224166
20260822,P0113,113,FiLM-SIREN E130,FullSphereLSD,dB,3.7752956771181236
20260822,P0113,113,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.44264233112335205
20260822,P0113,113,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.26681306958198547
20260822,P0113,113,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.48646244406700134
20260822,P0113,113,FSC E190,FullSphereERB,dB,0.83186387920593197
20260822,P0113,113,FSC E190,Contralateral25ERB,dB,1.09233615288724
20260822,P0113,113,FSC E190,ERBBandILDMean,dB,1.5254637002944946
20260822,P0113,113,FSC E190,ITDWeightedMAE,us,13.736440371127539
20260822,P0113,113,FSC E190,FullSphereLSD,dB,3.6262987309486578
20260822,P0113,113,FSC E190,HFFirstDifferenceMAE,dB/bin,0.37209868431091309
20260822,P0113,113,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.20527885854244232
20260822,P0113,113,FSC E190,MultiScaleNotchDepthMAE,dB,0.42774376273155212
20260823,P0113,113,FiLM-SIREN E130,FullSphereERB,dB,0.83030358679290195
20260823,P0113,113,FiLM-SIREN E130,Contralateral25ERB,dB,1.1373692054062401
20260823,P0113,113,FiLM-SIREN E130,ERBBandILDMean,dB,1.5499790906906128
20260823,P0113,113,FiLM-SIREN E130,ITDWeightedMAE,us,13.823298773513219
20260823,P0113,113,FiLM-SIREN E130,FullSphereLSD,dB,3.7418520629639378
20260823,P0113,113,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.44391384720802307
20260823,P0113,113,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.27067628502845764
20260823,P0113,113,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.4862188994884491
20260823,P0113,113,FSC E190,FullSphereERB,dB,0.821730704127967
20260823,P0113,113,FSC E190,Contralateral25ERB,dB,1.1326088161419501
20260823,P0113,113,FSC E190,ERBBandILDMean,dB,1.5094316005706787
20260823,P0113,113,FSC E190,ITDWeightedMAE,us,13.813032822791776
20260823,P0113,113,FSC E190,FullSphereLSD,dB,3.5801466597547189
20260823,P0113,113,FSC E190,HFFirstDifferenceMAE,dB/bin,0.37366342544555664
20260823,P0113,113,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.21025937795639038
20260823,P0113,113,FSC E190,MultiScaleNotchDepthMAE,dB,0.42703965306282043
20260821,P0116,116,FiLM-SIREN E130,FullSphereERB,dB,0.82786361810271603
20260821,P0116,116,FiLM-SIREN E130,Contralateral25ERB,dB,1.1626186423328999
20260821,P0116,116,FiLM-SIREN E130,ERBBandILDMean,dB,1.7646657228469849
20260821,P0116,116,FiLM-SIREN E130,ITDWeightedMAE,us,16.735708668863268
20260821,P0116,116,FiLM-SIREN E130,FullSphereLSD,dB,4.0147253148262996
20260821,P0116,116,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.48213052749633789
20260821,P0116,116,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.27769806981086731
20260821,P0116,116,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.61119353771209717
20260821,P0116,116,FSC E190,FullSphereERB,dB,0.79244666336991099
20260821,P0116,116,FSC E190,Contralateral25ERB,dB,1.12429986486135
20260821,P0116,116,FSC E190,ERBBandILDMean,dB,1.6586922407150269
20260821,P0116,116,FSC E190,ITDWeightedMAE,us,16.714715729638012
20260821,P0116,116,FSC E190,FullSphereLSD,dB,3.7472002032668073
20260821,P0116,116,FSC E190,HFFirstDifferenceMAE,dB/bin,0.40659523010253906
20260821,P0116,116,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.20931674540042877
20260821,P0116,116,FSC E190,MultiScaleNotchDepthMAE,dB,0.53932243585586548
20260822,P0116,116,FiLM-SIREN E130,FullSphereERB,dB,0.82176637020107302
20260822,P0116,116,FiLM-SIREN E130,Contralateral25ERB,dB,1.1291233488441299
20260822,P0116,116,FiLM-SIREN E130,ERBBandILDMean,dB,1.7385491132736206
20260822,P0116,116,FiLM-SIREN E130,ITDWeightedMAE,us,16.485520195987586
20260822,P0116,116,FiLM-SIREN E130,FullSphereLSD,dB,4.0000036900807059
20260822,P0116,116,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.47732406854629517
20260822,P0116,116,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.26796022057533264
20260822,P0116,116,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.61300200223922729
20260822,P0116,116,FSC E190,FullSphereERB,dB,0.79045541704955902
20260822,P0116,116,FSC E190,Contralateral25ERB,dB,1.09793880351162
20260822,P0116,116,FSC E190,ERBBandILDMean,dB,1.6517192125320435
20260822,P0116,116,FSC E190,ITDWeightedMAE,us,16.509455646709302
20260822,P0116,116,FSC E190,FullSphereLSD,dB,3.7418194920074535
20260822,P0116,116,FSC E190,HFFirstDifferenceMAE,dB/bin,0.40448540449142456
20260822,P0116,116,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.20405791699886322
20260822,P0116,116,FSC E190,MultiScaleNotchDepthMAE,dB,0.53989988565444946
20260823,P0116,116,FiLM-SIREN E130,FullSphereERB,dB,0.83033455892786501
20260823,P0116,116,FiLM-SIREN E130,Contralateral25ERB,dB,1.14733720378841
20260823,P0116,116,FiLM-SIREN E130,ERBBandILDMean,dB,1.7349107265472412
20260823,P0116,116,FiLM-SIREN E130,ITDWeightedMAE,us,16.590106029836981
20260823,P0116,116,FiLM-SIREN E130,FullSphereLSD,dB,4.0463363805942558
20260823,P0116,116,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.48085823655128479
20260823,P0116,116,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.27279672026634216
20260823,P0116,116,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.61381572484970093
20260823,P0116,116,FSC E190,FullSphereERB,dB,0.80032827732341705
20260823,P0116,116,FSC E190,Contralateral25ERB,dB,1.1252132457296
20260823,P0116,116,FSC E190,ERBBandILDMean,dB,1.6664285659790039
20260823,P0116,116,FSC E190,ITDWeightedMAE,us,16.553442714070695
20260823,P0116,116,FSC E190,FullSphereLSD,dB,3.7689644039127583
20260823,P0116,116,FSC E190,HFFirstDifferenceMAE,dB/bin,0.40703427791595459
20260823,P0116,116,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.20882457494735718
20260823,P0116,116,FSC E190,MultiScaleNotchDepthMAE,dB,0.5407555103302002
20260821,P0125,125,FiLM-SIREN E130,FullSphereERB,dB,0.73316490667260803
20260821,P0125,125,FiLM-SIREN E130,Contralateral25ERB,dB,1.1518239873417
20260821,P0125,125,FiLM-SIREN E130,ERBBandILDMean,dB,1.4602961540222168
20260821,P0125,125,FiLM-SIREN E130,ITDWeightedMAE,us,13.993001776785139
20260821,P0125,125,FiLM-SIREN E130,FullSphereLSD,dB,3.744711848820141
20260821,P0125,125,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.55634146928787231
20260821,P0125,125,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.37607231736183167
20260821,P0125,125,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.61529946327209473
20260821,P0125,125,FSC E190,FullSphereERB,dB,0.71252123602064599
20260821,P0125,125,FSC E190,Contralateral25ERB,dB,1.12695106476259
20260821,P0125,125,FSC E190,ERBBandILDMean,dB,1.4257923364639282
20260821,P0125,125,FSC E190,ITDWeightedMAE,us,13.959589672085997
20260821,P0125,125,FSC E190,FullSphereLSD,dB,3.4950834496081917
20260821,P0125,125,FSC E190,HFFirstDifferenceMAE,dB/bin,0.46527501940727234
20260821,P0125,125,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.28841781616210938
20260821,P0125,125,FSC E190,MultiScaleNotchDepthMAE,dB,0.53002554178237915
20260822,P0125,125,FiLM-SIREN E130,FullSphereERB,dB,0.73435893069431801
20260822,P0125,125,FiLM-SIREN E130,Contralateral25ERB,dB,1.18810439594637
20260822,P0125,125,FiLM-SIREN E130,ERBBandILDMean,dB,1.4912316799163818
20260822,P0125,125,FiLM-SIREN E130,ITDWeightedMAE,us,14.053126914261169
20260822,P0125,125,FiLM-SIREN E130,FullSphereLSD,dB,3.7305780399994237
20260822,P0125,125,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.55258142948150635
20260822,P0125,125,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.36642029881477356
20260822,P0125,125,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.61094337701797485
20260822,P0125,125,FSC E190,FullSphereERB,dB,0.71904839073082005
20260822,P0125,125,FSC E190,Contralateral25ERB,dB,1.17378618903063
20260822,P0125,125,FSC E190,ERBBandILDMean,dB,1.4501566886901855
20260822,P0125,125,FSC E190,ITDWeightedMAE,us,14.007421941614751
20260822,P0125,125,FSC E190,FullSphereLSD,dB,3.4907264525318227
20260822,P0125,125,FSC E190,HFFirstDifferenceMAE,dB/bin,0.46398776769638062
20260822,P0125,125,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.28460556268692017
20260822,P0125,125,FSC E190,MultiScaleNotchDepthMAE,dB,0.5298801064491272
20260823,P0125,125,FiLM-SIREN E130,FullSphereERB,dB,0.73734895073047302
20260823,P0125,125,FiLM-SIREN E130,Contralateral25ERB,dB,1.17837290022954
20260823,P0125,125,FiLM-SIREN E130,ERBBandILDMean,dB,1.4598973989486694
20260823,P0125,125,FiLM-SIREN E130,ITDWeightedMAE,us,14.013482675434974
20260823,P0125,125,FiLM-SIREN E130,FullSphereLSD,dB,3.7662591562003112
20260823,P0125,125,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.54937660694122314
20260823,P0125,125,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.36496537923812866
20260823,P0125,125,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.60823905467987061
20260823,P0125,125,FSC E190,FullSphereERB,dB,0.71952692705571697
20260823,P0125,125,FSC E190,Contralateral25ERB,dB,1.15112817922795
20260823,P0125,125,FSC E190,ERBBandILDMean,dB,1.4325337409973145
20260823,P0125,125,FSC E190,ITDWeightedMAE,us,13.986840364726806
20260823,P0125,125,FSC E190,FullSphereLSD,dB,3.5134257925111916
20260823,P0125,125,FSC E190,HFFirstDifferenceMAE,dB/bin,0.46531581878662109
20260823,P0125,125,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.28724351525306702
20260823,P0125,125,FSC E190,MultiScaleNotchDepthMAE,dB,0.52984362840652466
20260821,P0149,149,FiLM-SIREN E130,FullSphereERB,dB,0.93955722603455205
20260821,P0149,149,FiLM-SIREN E130,Contralateral25ERB,dB,1.5130973224252899
20260821,P0149,149,FiLM-SIREN E130,ERBBandILDMean,dB,1.8583008050918579
20260821,P0149,149,FiLM-SIREN E130,ITDWeightedMAE,us,19.076025862426683
20260821,P0149,149,FiLM-SIREN E130,FullSphereLSD,dB,3.7753424763365819
20260821,P0149,149,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.41827857494354248
20260821,P0149,149,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.26163911819458008
20260821,P0149,149,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.40005040168762207
20260821,P0149,149,FSC E190,FullSphereERB,dB,0.90289682896789103
20260821,P0149,149,FSC E190,Contralateral25ERB,dB,1.49412817838338
20260821,P0149,149,FSC E190,ERBBandILDMean,dB,1.7603105306625366
20260821,P0149,149,FSC E190,ITDWeightedMAE,us,19.093587169102953
20260821,P0149,149,FSC E190,FullSphereLSD,dB,3.4762686997113446
20260821,P0149,149,FSC E190,HFFirstDifferenceMAE,dB/bin,0.34272325038909912
20260821,P0149,149,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.2001040130853653
20260821,P0149,149,FSC E190,MultiScaleNotchDepthMAE,dB,0.3371603786945343
20260822,P0149,149,FiLM-SIREN E130,FullSphereERB,dB,0.87524335235711104
20260822,P0149,149,FiLM-SIREN E130,Contralateral25ERB,dB,1.43501057125374
20260822,P0149,149,FiLM-SIREN E130,ERBBandILDMean,dB,1.670331597328186
20260822,P0149,149,FiLM-SIREN E130,ITDWeightedMAE,us,18.928850439971452
20260822,P0149,149,FiLM-SIREN E130,FullSphereLSD,dB,3.6475430552203987
20260822,P0149,149,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.40916585922241211
20260822,P0149,149,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.24542622268199921
20260822,P0149,149,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.39519903063774109
20260822,P0149,149,FSC E190,FullSphereERB,dB,0.850293797946018
20260822,P0149,149,FSC E190,Contralateral25ERB,dB,1.4295864120072299
20260822,P0149,149,FSC E190,ERBBandILDMean,dB,1.6046520471572876
20260822,P0149,149,FSC E190,ITDWeightedMAE,us,18.954973992591746
20260822,P0149,149,FSC E190,FullSphereLSD,dB,3.368761206121361
20260822,P0149,149,FSC E190,HFFirstDifferenceMAE,dB/bin,0.33932298421859741
20260822,P0149,149,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.19447042047977448
20260822,P0149,149,FSC E190,MultiScaleNotchDepthMAE,dB,0.33543792366981506
20260823,P0149,149,FiLM-SIREN E130,FullSphereERB,dB,0.895661657807583
20260823,P0149,149,FiLM-SIREN E130,Contralateral25ERB,dB,1.4760714025594901
20260823,P0149,149,FiLM-SIREN E130,ERBBandILDMean,dB,1.7604427337646484
20260823,P0149,149,FiLM-SIREN E130,ITDWeightedMAE,us,18.770378170329394
20260823,P0149,149,FiLM-SIREN E130,FullSphereLSD,dB,3.7186771854795184
20260823,P0149,149,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.40837782621383667
20260823,P0149,149,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.25034114718437195
20260823,P0149,149,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.39436390995979309
20260823,P0149,149,FSC E190,FullSphereERB,dB,0.86535896356584097
20260823,P0149,149,FSC E190,Contralateral25ERB,dB,1.4595208619854301
20260823,P0149,149,FSC E190,ERBBandILDMean,dB,1.6821660995483398
20260823,P0149,149,FSC E190,ITDWeightedMAE,us,18.772166236214105
20260823,P0149,149,FSC E190,FullSphereLSD,dB,3.4139738742281569
20260823,P0149,149,FSC E190,HFFirstDifferenceMAE,dB/bin,0.33934134244918823
20260823,P0149,149,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.1985551118850708
20260823,P0149,149,FSC E190,MultiScaleNotchDepthMAE,dB,0.3342723548412323
20260821,P0161,161,FiLM-SIREN E130,FullSphereERB,dB,0.82388028174491601
20260821,P0161,161,FiLM-SIREN E130,Contralateral25ERB,dB,1.25951888571607
20260821,P0161,161,FiLM-SIREN E130,ERBBandILDMean,dB,1.6315422058105469
20260821,P0161,161,FiLM-SIREN E130,ITDWeightedMAE,us,18.142191499598688
20260821,P0161,161,FiLM-SIREN E130,FullSphereLSD,dB,3.5914244934381041
20260821,P0161,161,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.38517391681671143
20260821,P0161,161,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.21539318561553955
20260821,P0161,161,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.45693477988243103
20260821,P0161,161,FSC E190,FullSphereERB,dB,0.78116180988143202
20260821,P0161,161,FSC E190,Contralateral25ERB,dB,1.22627739894973
20260821,P0161,161,FSC E190,ERBBandILDMean,dB,1.5051385164260864
20260821,P0161,161,FSC E190,ITDWeightedMAE,us,18.156050215099981
20260821,P0161,161,FSC E190,FullSphereLSD,dB,3.3042132279338832
20260821,P0161,161,FSC E190,HFFirstDifferenceMAE,dB/bin,0.32189503312110901
20260821,P0161,161,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.16401407122612
20260821,P0161,161,FSC E190,MultiScaleNotchDepthMAE,dB,0.39657855033874512
20260822,P0161,161,FiLM-SIREN E130,FullSphereERB,dB,0.81490079238929203
20260822,P0161,161,FiLM-SIREN E130,Contralateral25ERB,dB,1.23642316720737
20260822,P0161,161,FiLM-SIREN E130,ERBBandILDMean,dB,1.6147024631500244
20260822,P0161,161,FiLM-SIREN E130,ITDWeightedMAE,us,18.213133585916161
20260822,P0161,161,FiLM-SIREN E130,FullSphereLSD,dB,3.5559346182034535
20260822,P0161,161,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.38465934991836548
20260822,P0161,161,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.21490627527236938
20260822,P0161,161,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.45434021949768066
20260822,P0161,161,FSC E190,FullSphereERB,dB,0.77600561793995904
20260822,P0161,161,FSC E190,Contralateral25ERB,dB,1.2035808665860499
20260822,P0161,161,FSC E190,ERBBandILDMean,dB,1.4977142810821533
20260822,P0161,161,FSC E190,ITDWeightedMAE,us,18.172068601989086
20260822,P0161,161,FSC E190,FullSphereLSD,dB,3.28916560735352
20260822,P0161,161,FSC E190,HFFirstDifferenceMAE,dB/bin,0.32046404480934143
20260822,P0161,161,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.16356998682022095
20260822,P0161,161,FSC E190,MultiScaleNotchDepthMAE,dB,0.39428162574768066
20260823,P0161,161,FiLM-SIREN E130,FullSphereERB,dB,0.814387656500413
20260823,P0161,161,FiLM-SIREN E130,Contralateral25ERB,dB,1.24308470520225
20260823,P0161,161,FiLM-SIREN E130,ERBBandILDMean,dB,1.6119648218154907
20260823,P0161,161,FiLM-SIREN E130,ITDWeightedMAE,us,18.161475771689929
20260823,P0161,161,FiLM-SIREN E130,FullSphereLSD,dB,3.565831453666489
20260823,P0161,161,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.38199213147163391
20260823,P0161,161,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.21256208419799805
20260823,P0161,161,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.45342597365379333
20260823,P0161,161,FSC E190,FullSphereERB,dB,0.77521099162426899
20260823,P0161,161,FSC E190,Contralateral25ERB,dB,1.20587856759429
20260823,P0161,161,FSC E190,ERBBandILDMean,dB,1.4883555173873901
20260823,P0161,161,FSC E190,ITDWeightedMAE,us,18.107019284630052
20260823,P0161,161,FSC E190,FullSphereLSD,dB,3.289014105301117
20260823,P0161,161,FSC E190,HFFirstDifferenceMAE,dB/bin,0.32235300540924072
20260823,P0161,161,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.1653263121843338
20260823,P0161,161,FSC E190,MultiScaleNotchDepthMAE,dB,0.39629757404327393
20260821,P0166,166,FiLM-SIREN E130,FullSphereERB,dB,0.846769035468105
20260821,P0166,166,FiLM-SIREN E130,Contralateral25ERB,dB,1.2107159176110101
20260821,P0166,166,FiLM-SIREN E130,ERBBandILDMean,dB,1.4659792184829712
20260821,P0166,166,FiLM-SIREN E130,ITDWeightedMAE,us,18.686264581554838
20260821,P0166,166,FiLM-SIREN E130,FullSphereLSD,dB,3.9536902044795772
20260821,P0166,166,FiLM-SIREN E130,HFFirstDifferenceMAE,dB/bin,0.49706089496612549
20260821,P0166,166,FiLM-SIREN E130,HFSecondDifferenceMAE,dB/bin^2,0.31502369046211243
20260821,P0166,166,FiLM-SIREN E130,MultiScaleNotchDepthMAE,dB,0.56068402528762817
20260821,P0166,166,FSC E190,FullSphereERB,dB,0.80667967753552206
20260821,P0166,166,FSC E190,Contralateral25ERB,dB,1.1874910321119201
20260821,P0166,166,FSC E190,ERBBandILDMean,dB,1.3887231349945068
20260821,P0166,166,FSC E190,ITDWeightedMAE,us,18.636206023680479
20260821,P0166,166,FSC E190,FullSphereLSD,dB,3.6336537838182257
20260821,P0166,166,FSC E190,HFFirstDifferenceMAE,dB/bin,0.41454863548278809
20260821,P0166,166,FSC E190,HFSecondDifferenceMAE,dB/bin^2,0.24344800412654877
20260821,P0166,166,FSC E190,MultiScaleNotchDepthMAE,dB,0.48264551162719727
20260822,P0166,166,FiLM-SIREN E130,FullSphereERB,dB,0.84626312002609105
20260822,P0166,166,FiLM-SIREN E130,Contralateral25ERB,dB,1.21043030662106
20260822,P0166,166,FiLM-SIREN E130,ERBBandILDMean,dB,1.4944840669631958
