seed,best_epoch,best_validation_total_loss,best_validation_residual_mae_db,best_validation_erb_mae_db,best_validation_high_frequency_mae_db,best_validation_strict_ild_mae_db,final_validation_total_loss,final_validation_residual_mae_db,final_validation_erb_mae_db,final_validation_high_frequency_mae_db,final_validation_strict_ild_mae_db,elapsed_seconds,peak_cuda_allocated_mib,skipped_optimizer_steps,checkpoint_files_saved
20260809,10,0.6706623043864965,2.5612232014536858,1.034419468914469,3.6058269316951432,0.6132800756022334,0.6706623043864965,2.5612232014536858,1.034419468914469,3.6058269316951432,0.6132800756022334,854.8635656,399.22216796875,0,False
20260810,9,0.671068579579393,2.5607100228468576,1.0333897701154153,3.6075855692227683,0.6154055499161283,0.6711369094749292,2.5608021716276803,1.0338521829495828,3.607688434422016,0.6159302589173118,773.9624483,399.22216796875,0,False
20260811,10,0.6713514548415939,2.561576576282581,1.0333669371902943,3.6085652013619742,0.6164297039310137,0.6713514548415939,2.561576576282581,1.0333669371902943,3.6085652013619742,0.6164297039310137,775.7030525,399.22216796875,0,False
