epoch,train_total_loss,train_residual_mae_db,train_erb_mae_db,train_contralateral_high_frequency_mae_db,train_ild_mae_db,validation_total_loss,validation_residual_mae_db,validation_erb_mae_db,validation_contralateral_high_frequency_mae_db,validation_ild_mae_db,learning_rate,elapsed_seconds
1,0.6120667144656181,2.746611986557643,1.1317937597632408,3.8875651200612387,0.7214643935362498,0.6438586246222258,2.869004286825657,1.1676862873136997,4.068275161087513,0.7210134938359261,0.0003,11.196905300000001
2,0.6147984998921553,2.763078526655833,1.1259969746073086,3.9369409879048667,0.6886137979725997,0.6393102984875441,2.860549785196781,1.1581966690719128,4.048686265945435,0.6964467251673341,0.000225,10.994743600000003
3,0.6107005506753922,2.751785600185394,1.1006589834888776,3.8960570275783537,0.7124729812145233,0.636945141479373,2.849955476820469,1.1529475077986717,4.031838454306126,0.7036882266402245,7.500000000000003e-05,10.865400399999999
