SubjectLabel,SubjectID,Split,Method,MethodLabel,DirectionCount,Endpoint,EvidenceTier,Unit,EvaluationDirectionCount,Value
P0203,203,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.6100480248094904
P0203,203,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.2707386016845703
P0203,203,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,17.95916585782993
P0203,203,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.4614469576601574
P0203,203,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.1031832695007324
P0203,203,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,18.287829269063245
P0203,203,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.4016888608130933
P0207,207,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.5861942768096924
P0207,207,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,19.83043415672887
P0207,207,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.7076066423068421
P0207,207,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.4983954429626465
P0207,207,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,14.018517434039989
P0207,207,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.3801371682932144
P0207,207,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.3813899755477905
P0207,207,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,13.623086465473836
P0207,207,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.3348888744251233
P0208,208,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.5935343503952026
P0208,208,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,20.069988226395488
P0208,208,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.890820571953912
P0208,208,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.5162914991378784
P0208,208,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,17.804531105549458
P0208,208,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.7882089115430801
P0208,208,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.4520463943481445
P0208,208,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,16.020342223598149
P0208,208,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.5920838465727112
P0221,221,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.7226331233978271
P0221,221,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,25.517352605841509
P0221,221,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.9151539627340841
P0221,221,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.6257691383361816
P0221,221,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,19.052735558986001
P0221,221,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.7350289256940807
P0221,221,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.5930675268173218
P0221,221,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,18.346303584141893
P0221,221,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.6524308881721721
P0230,230,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.394966721534729
P0230,230,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,20.624734562382251
P0230,230,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.7917270860458077
P0230,230,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.2937809228897095
P0230,230,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,14.703398354522115
P0230,230,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.6877730616860558
P0230,230,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.209749698638916
P0230,230,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,14.768223577153208
P0230,230,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.638096990592826
P0242,242,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.4382375478744507
P0242,242,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,15.717874446068475
P0242,242,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.8226239772977575
P0242,242,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.6345266103744507
P0242,242,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,13.180793589246488
P0242,242,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.6238911100578335
P0242,242,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.5419377088546753
P0242,242,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,12.659547417732012
P0242,242,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.5144758260009898
P0256,256,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.6268254518508911
P0256,256,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,19.568288291198343
P0256,256,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.9819956963922092
P0256,256,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.4946409463882446
P0256,256,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,12.307591879730223
P0256,256,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.7281107111036338
P0256,256,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.3989893198013306
P0256,256,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,12.719560584441286
P0256,256,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.5623417288543395
P0257,257,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.4165230989456177
P0257,257,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,19.168606096434132
P0257,257,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,4.0377027412547282
P0257,257,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.3891339302062988
P0257,257,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,14.541960258977671
P0257,257,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.6135193380444544
P0257,257,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.2864874601364136
P0257,257,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,12.709271789580722
P0257,257,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.4382248599547669
P0274,274,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.2127655744552612
P0274,274,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,14.976177986919524
P0274,274,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.6236951326877458
P0274,274,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.167161226272583
P0274,274,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,10.624752817722273
P0274,274,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.5109852499538885
P0274,274,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.1949976682662964
P0274,274,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,11.560566489016679
P0274,274,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.5010687710231543
P0277,277,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.7335827350616455
P0277,277,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,15.735928648557582
P0277,277,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,4.0771709351677918
P0277,277,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.6355874538421631
P0277,277,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,13.583686134039766
P0277,277,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.8729492131732139
P0277,277,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.4925670623779297
P0277,277,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,13.180092891192132
P0277,277,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.7167446479369781
P0278,278,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.5858285427093506
P0278,278,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,19.419849793650265
P0278,278,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.7578080188792731
P0278,278,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.5405807495117188
P0278,278,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,17.209577248900679
P0278,278,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.3997461782134391
P0278,278,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.4016993045806885
P0278,278,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,14.984387658140941
P0278,278,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.2344998192532493
P0294,294,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,2.0781171321868896
P0294,294,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,23.333227202142176
P0294,294,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,4.352075166572086
P0294,294,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.7623023986816406
P0294,294,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,20.413759900563129
P0294,294,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,4.0389056050205729
P0294,294,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.6837258338928223
P0294,294,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,21.814916659440108
P0294,294,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.8870950704791212
P0295,295,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.5827707052230835
P0295,295,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,14.758595419198546
P0295,295,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.5552653209716816
P0295,295,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.4392004013061523
P0295,295,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,12.786004820666191
P0295,295,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.4524190965141881
P0295,295,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.3031729459762573
P0295,295,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,13.011823628432296
P0295,295,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.3815602112882095
P0307,307,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.8334792852401733
P0307,307,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,17.409963793056683
P0307,307,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.9090332974822521
P0307,307,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.7063601016998291
P0307,307,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,13.171581868867527
P0307,307,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.6637141499904291
P0307,307,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.5511733293533325
P0307,307,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,12.483275997911903
P0307,307,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.4945664728087507
P0313,313,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.8368993997573853
P0313,313,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,17.028024832533276
P0313,313,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,4.0490608460444077
P0313,313,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.7019487619400024
P0313,313,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,14.234450928314292
P0313,313,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.7668322053629195
P0313,313,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.6112735271453857
P0313,313,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,14.464045293318655
P0313,313,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.6553348594207229
P0335,335,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.8258661031723022
P0335,335,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,26.909681881480537
P0335,335,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,4.3613830108754028
P0335,335,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.6900501251220703
P0335,335,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,14.525733553296751
P0335,335,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,4.0769599697100114
P0335,335,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.5581965446472168
P0335,335,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,16.048490026244615
P0335,335,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.9540697587351534
P0338,338,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.7701621055603027
P0338,338,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,19.127653983102277
P0338,338,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,4.5476435004513203
P0338,338,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.6308867931365967
P0338,338,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,13.51603890192832
P0338,338,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,4.3114320274300075
P0338,338,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.5390461683273315
P0338,338,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,14.038024996304809
P0338,338,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,4.1424390290842137
P0341,341,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.5183255672454834
P0341,341,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,21.392801934119131
P0341,341,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.5651149860862095
P0341,341,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.4366254806518555
P0341,341,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,15.932655273569532
P0341,341,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.409693325742555
P0341,341,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.3598955869674683
P0341,341,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,16.096868118866546
P0341,341,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.3170852187329714
P0354,354,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.6785273551940918
P0354,354,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,25.079616079694723
P0354,354,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.7915654101354268
P0354,354,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.6418565511703491
P0354,354,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,17.309807460740007
P0354,354,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.6083468901213034
P0354,354,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.5971006155014038
P0354,354,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,16.171651660147624
P0354,354,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.4833260884588899
P0360,360,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.3658965826034546
P0360,360,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,14.615409908007488
P0360,360,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.4124533415546856
P0360,360,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.259810209274292
P0360,360,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,11.747151622043214
P0360,360,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.1039672446758106
P0360,360,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.2205238342285156
P0360,360,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,11.697430984869861
P0360,360,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.0587011017080412
P0369,369,val,HYBRID,FSC-Q14@Q14,14,ERBBandILDMean,Secondary validation supplement,dB,743,1.5760198831558228
P0369,369,val,HYBRID,FSC-Q14@Q14,14,ITDWeightedMAE_us,Deferred validation supplement,us,743,17.399493448117994
P0369,369,val,HYBRID,FSC-Q14@Q14,14,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.781832765367187
P0369,369,val,HYBRID,FSC-Q26@Q26,26,ERBBandILDMean,Secondary validation supplement,dB,743,1.4576752185821533
P0369,369,val,HYBRID,FSC-Q26@Q26,26,ITDWeightedMAE_us,Deferred validation supplement,us,743,12.512333676757432
P0369,369,val,HYBRID,FSC-Q26@Q26,26,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.3949979166464717
P0369,369,val,HYBRID,FSC-Q50@Q50,50,ERBBandILDMean,Secondary validation supplement,dB,743,1.384724497795105
P0369,369,val,HYBRID,FSC-Q50@Q50,50,ITDWeightedMAE_us,Deferred validation supplement,us,743,12.369125436802259
P0369,369,val,HYBRID,FSC-Q50@Q50,50,LAP2024LSD_dB,LAP2024 descriptive validation supplement,dB,743,3.2904252436089312
