Metric,SubjectCount,MCAMean_dB,MCAStd_dB,CorrectedMean_dB,CorrectedStd_dB,AbsoluteImprovement_dB,RelativeImprovement_percent,ImprovedSubjectCount
FullSphereERB,12,0.802740883332621,0.0254812935812972,0.611502781187324,0.0355998271852203,0.191238102145297,23.8231422014239,12
Contralateral25ERB,12,1.86028561012625,0.115892384607672,1.34006758704431,0.0999059413703846,0.520218023081935,27.9644168750319,12
ContralateralHighFrequency,12,4.25833560576708,0.264056369203513,3.72037800732374,0.243586908551584,0.537957598443339,12.6330484078047,12
ILDMAE,12,0.885424994465712,0.209155511684359,0.64672244748036,0.266163881312689,0.238702546985352,26.9590929189198,12
